County,State,lat,lng
Morgan County, Missouri,41.0576176,-111.6183755
Wayne County, Missouri,42.2790746,-83.33618799999999
Bollinger County, Missouri,37.2115595,-90.0746767
Cape Girardeau County, Missouri,37.3821319,-89.62516459999999
Shelby County, Missouri,35.1268552,-89.9253233
Webster County, Missouri,42.3974963,-94.15137639999999
Atchison County, Missouri,39.5701137,-95.35208759999999
Bates County, Missouri,38.3216754,-94.315422
Benton County, Missouri,46.3166362,-119.5021582
Custer County, Montana,38.0615578,-105.3131185
Hill County, Montana,32.0621768,-97.179026
Chouteau County, Montana,48.0033098,-110.4737958
Treasure County, Montana,46.2106667,-107.2586096
Phillips County, Montana,34.4611206,-90.86751339999999
Powder River County, Montana,45.2968361,-105.5346556
Lincoln County, Montana,35.4637028,-81.20781640000001
Park County, Montana,39.0897928,-105.5943388
Roosevelt County, Montana,33.9538388,-103.3587288
Blaine County, Montana,43.4743428,-113.9664446
Liberty County, Montana,30.1633593,-94.81059549999999
Sweet Grass County, Montana,45.76727959999999,-109.8979908
Richland County, Montana,34.0412165,-80.9428911
Teton County, Montana,43.853632,-110.6314491
Prairie County, Montana,34.7636336,-91.5983959
Toole County, Montana,48.6974247,-111.6408212
Glacier County, Montana,48.5217475,-112.919665
Fallon County, Montana,46.3762402,-104.4280327
Daniels County, Montana,48.7744137,-105.7248763
Stillwater County, Montana,45.7001096,-109.3922403
Golden Valley County, Montana,46.3709324,-109.1743851
Judith Basin County, Montana,47.0609367,-110.2577109
Silver Bow County, Montana,45.8804293,-112.5843056
Deer Lodge County, Montana,46.10953139999999,-113.0212247
Jefferson County, Montana,39.5800298,-105.2662931
Granite County, Montana,46.3374643,-113.4647823
McCone County, Montana,47.4500913,-105.8810734
Wheatland County, Montana,51.0004921,-113.0246454
Madison County, Montana,38.9041402,-89.9253233
Rosebud County, Montana,46.3904836,-106.5944313
Sheridan County, Montana,44.787904,-106.925973
Carter County, Montana,36.2638604,-82.12783999999999
Dawson County, Montana,34.412912,-84.14351359999999
Big Horn County, Montana,44.6036387,-108.0941121
Broadwater County, Montana,46.2693726,-111.4519716
Lake County, Montana,42.3689363,-87.8271534
Lewis and Clark County, Montana,47.2963974,-112.4029787
Pondera County, Montana,48.2321517,-112.2886317
Yellowstone County, Montana,45.78565769999999,-108.4343805
Missoula County, Montana,47.0240503,-113.6869923
Ravalli County, Montana,46.0174639,-114.1817423
Valley County, Montana,44.9204669,-115.7926381
Cascade County, Montana,47.4688355,-111.5453227
Fergus County, Montana,47.2126745,-109.4141
Garfield County, Montana,39.6584775,-107.763621
Mineral County, Montana,37.6583677,-107.0067031
Petroleum County, Montana,47.1565346,-108.3203282
Powell County, Montana,37.8380647,-83.8260884
Sanders County, Montana,47.61094629999999,-115.1316944
Wibaux County, Montana,46.7836649,-104.3183897
Gallatin County, Montana,45.5388865,-111.1194231
Meagher County, Montana,46.620195,-110.8848271
Carbon County, Montana,40.901975,-75.667356
Beaverhead County, Montana,45.2135118,-113.1093046
Flathead County, Montana,48.424152,-114.15315
Musselshell County, Montana,46.4218783,-108.4064758
Garden County, Nebraska,41.7369721,-102.2547919
Hooker County, Nebraska,41.9368476,-101.0711758
Morrill County, Nebraska,41.6552418,-102.989615
Nemaha County, Nebraska,39.7451077,-95.9832577
Seward County, Nebraska,37.221014,-100.8903099
Thomas County, Nebraska,30.8417409,-83.8473015
Dakota County, Nebraska,44.731554,-93.17796589999999
Webster County, Nebraska,42.3974963,-94.15137639999999
Antelope County, Nebraska,42.1902446,-98.04651849999999
Chase County, Nebraska,38.3007661,-96.57833869999999
Butler County, Nebraska,39.440463,-84.5222189
Clay County, Nebraska,29.9943564,-81.77870209999999
Arthur County, Nebraska,41.5680276,-101.6157773
Custer County, Nebraska,38.0615578,-105.3131185
Franklin County, Nebraska,40.0154745,-82.99316069999999
Gage County, Nebraska,40.1989041,-96.663812
Hamilton County, Nebraska,39.2355447,-84.56414699999999
Loup County, Nebraska,41.9251335,-99.456155
Jefferson County, Nebraska,39.5800298,-105.2662931
Kearney County, Nebraska,40.5328331,-98.92453429999999
Keith County, Nebraska,41.1815863,-101.5248055
Madison County, Nebraska,38.9041402,-89.9253233
Perkins County, Nebraska,40.7922353,-101.4339148
Phelps County, Nebraska,37.8806538,-91.7538817
Saunders County, Nebraska,41.168563,-96.663812
Scotts Bluff County, Nebraska,41.8140936,-103.6362715
Wayne County, Nebraska,42.2790746,-83.33618799999999
Keya Paha County, Nebraska,42.8461857,-99.634135
Kimball County, Nebraska,41.1856601,-103.6362715
Knox County, Nebraska,35.9874629,-83.9419784
Lincoln County, Nebraska,35.4637028,-81.20781640000001
Merrick County, Nebraska,41.2031926,-98.0028892
Pierce County, Nebraska,47.0675877,-122.1295269
Sioux County, Nebraska,43.08699360000001,-96.15269850000001
Burt County, Nebraska,41.8252059,-96.3226072
Cass County, Nebraska,47.2144536,-94.2309171
Cuming County, Nebraska,41.95401529999999,-96.83509989999999
Dixon County, Nebraska,42.4257719,-96.83509989999999
Dundy County, Nebraska,40.13061210000001,-101.6157773
Grant County, Nebraska,47.1981147,-119.3732456
Greeley County, Nebraska,38.4738028,-101.7979613
Hall County, Nebraska,34.30778,-83.804868
Hayes County, Nebraska,40.5070797,-101.0711758
Otoe County, Nebraska,40.675971,-96.11029429999999
Red Willow County, Nebraska,40.2353963,-100.5296115
Cedar County, Nebraska,41.8346154,-91.13530200000001
Dawes County, Nebraska,42.6551733,-103.0817903
Johnson County, Nebraska,38.845412,-94.8520636
Cheyenne County, Nebraska,41.2509264,-103.0817903
Dawson County, Nebraska,34.412912,-84.14351359999999
Garfield County, Nebraska,39.6584775,-107.763621
McPherson County, Nebraska,38.3164433,-97.69822719999999
Nance County, Nebraska,41.3995947,-98.04651849999999
Pawnee County, Nebraska,38.2017581,-99.2785583
Stanton County, Nebraska,37.6390381,-101.7979613
Valley County, Nebraska,44.9204669,-115.7926381
Wheeler County, Nebraska,44.6659766,-120.0829624
Harlan County, Nebraska,36.8890304,-83.2077645
York County, Nebraska,34.9871367,-81.2518833
Blaine County, Nebraska,43.4743428,-113.9664446
Buffalo County, Nebraska,44.3102354,-91.7538817
Colfax County, Nebraska,36.5799757,-104.4723301
Deuel County, Nebraska,41.1401755,-102.3005803
Hitchcock County, Nebraska,40.1844599,-101.0711758
Logan County, Nebraska,40.38996789999999,-83.8473015
Platte County, Nebraska,39.34756489999999,-94.7691586
Polk County, Nebraska,27.8617347,-81.6911559
Thayer County, Nebraska,40.1460895,-97.5247243
Box Butte County, Nebraska,42.19114709999999,-103.0817903
Brown County, Nebraska,44.45616740000001,-87.9334803
Adams County, Nebraska,39.8398269,-104.1930918
Sheridan County, Nebraska,44.787904,-106.925973
Lancaster County, Nebraska,40.0466571,-76.17837390000001
Boone County, Nebraska,38.9940572,-84.7315563
Nuckolls County, Nebraska,40.110932,-98.04651849999999
Rock County, Nebraska,42.6251506,-89.0179332
Banner County, Nebraska,41.500766,-103.6362715
Frontier County, Nebraska,40.5744778,-100.3497895
Sherman County, Nebraska,45.4122013,-120.753042
Douglas County, Nebraska,39.2587106,-104.9388853
Richardson County, Nebraska,40.0898025,-95.6457951
Howard County, Nebraska,39.2873463,-76.964306
Holt County, Nebraska,42.3803308,-98.6600586
Furnas County, Nebraska,40.12139699999999,-99.99122539999999
Gosper County, Nebraska,40.4604851,-99.8124935
Saline County, Nebraska,34.5708215,-92.539603
Sarpy County, Nebraska,41.0744042,-96.19513200000002
Thurston County, Nebraska,46.8645747,-122.7695986
Washington County, Nebraska,45.5469616,-123.1386021
Boyd County, Nebraska,38.3833265,-82.6915429
Cherry County, Nebraska,42.474114,-101.1617356
Dodge County, Nebraska,43.3994215,-88.7108964
Fillmore County, Nebraska,43.6956298,-92.0665197
Cheshire County, New Hampshire,42.9259375,-72.236379
Merrimack County, New Hampshire,43.2844846,-71.6673352
Grafton County, New Hampshire,43.9087929,-71.825994
Rockingham County, New Hampshire,38.5825919,-78.8835548
Belknap County, New Hampshire,43.5024246,-71.4073938
Sullivan County, New Hampshire,41.6897493,-74.7805192
Hillsborough County, New Hampshire,27.9903597,-82.3017728
Strafford County, New Hampshire,43.238329,-71.0236044
Coos County, New Hampshire,43.242897,-124.105737
Carroll County, New Hampshire,39.5423418,-77.0564464
Churchill County, Nevada,39.6626678,-118.4863963
Douglas County, Nevada,39.2587106,-104.9388853
Lander County, Nevada,40.0510104,-116.9852422
Pershing County, Nevada,40.5685952,-118.4863963
Esmeralda County, Nevada,37.7866167,-117.3616476
Eureka County, Nevada,39.5126741,-115.9637979
Humboldt County, Nevada,40.7450055,-123.8695086
Mineral County, Nevada,37.6583677,-107.0067031
White Pine County, Nevada,39.5564495,-114.524264
Elko County, Nevada,41.2220182,-115.2837585
Lincoln County, Nevada,35.4637028,-81.20781640000001
Nye County, Nevada,38.58071109999999,-116.0413889
Storey County, Nevada,39.4089847,-119.5571677
Washoe County, Nevada,40.5608387,-119.6035495
Clark County, Nevada,36.0795613,-115.094045
Carson City, Nevada,39.1637984,-119.7674034
Lyon County, Nevada,38.9524739,-119.1390642
Monmouth County, New Jersey,40.2589455,-74.12399599999999
Mercer County, New Jersey,40.3028533,-74.7337069
Sussex County, New Jersey,38.65308410000001,-75.4344727
Cumberland County, New Jersey,34.9542604,-78.74762079999999
Somerset County, New Jersey,40.5292099,-74.64004320000001
Essex County, New Jersey,40.7947466,-74.2648829
Ocean County, New Jersey,39.9652553,-74.3118212
Atlantic County, New Jersey,39.5333379,-74.6868815
Gloucester County, New Jersey,39.7103023,-75.1078332
Middlesex County, New Jersey,40.4111363,-74.35874729999999
Salem County, New Jersey,39.5848777,-75.3878525
Passaic County, New Jersey,41.1231647,-74.35874729999999
Cape May County, New Jersey,39.105884,-74.8273184
Camden County, New Jersey,39.8592439,-75.0143824
Bergen County, New Jersey,40.9262762,-74.07701
Union County, New Jersey,34.9338651,-80.54384499999999
Warren County, New Jersey,39.4241422,-84.1857115
Hudson County, New Jersey,40.7453199,-74.05351259999999
Hunterdon County, New Jersey,40.56695149999999,-74.92087719999999
Burlington County, New Jersey,39.8558488,-74.6868815
Morris County, New Jersey,40.8336038,-74.54632819999999
San Juan County, New Mexico,48.61180350000001,-122.9602621
Quay County, New Mexico,34.9569924,-103.7289167
Lincoln County, New Mexico,35.4637028,-81.20781640000001
Chaves County, New Mexico,33.4757392,-104.4723301
Lea County, New Mexico,32.8968816,-103.3587288
Santa Fe County, New Mexico,35.3653705,-105.9699878
Union County, New Mexico,34.9338651,-80.54384499999999
Sierra County, New Mexico,39.5532845,-120.2512728
Socorro County, New Mexico,33.8837087,-106.7234639
Roosevelt County, New Mexico,33.9538388,-103.3587288
Los Alamos County, New Mexico,35.84962489999999,-106.3228338
Rio Arriba County, New Mexico,36.6162892,-106.7234639
San Miguel County, New Mexico,37.9781237,-108.1428669
Otero County, New Mexico,32.6341716,-105.5943388
Valencia County, New Mexico,34.6743674,-106.6291304
Torrance County, New Mexico,34.6784317,-105.9699878
Bernalillo County, New Mexico,35.0177854,-106.6291304
Cibola County, New Mexico,35.0947557,-107.8583868
De Baca County, New Mexico,34.2734196,-104.3791912
Guadalupe County, New Mexico,29.6477307,-97.87216
Catron County, New Mexico,34.1515173,-108.4276047
Hidalgo County, New Mexico,26.4656319,-98.2212979
Luna County, New Mexico,32.3259122,-107.8583868
McKinley County, New Mexico,35.71524720000001,-108.2377519
Sandoval County, New Mexico,35.6020667,-106.7234639
Taos County, New Mexico,36.4358718,-105.5943388
Grant County, New Mexico,47.1981147,-119.3732456
Curry County, New Mexico,42.54405029999999,-124.2781762
Colfax County, New Mexico,36.5799757,-104.4723301
Eddy County, New Mexico,32.4170622,-104.4723301
Harding County, New Mexico,35.8925537,-103.8216261
Mora County, New Mexico,35.9742154,-105.3300508
Schoharie County, New York,42.65503349999999,-74.4994517
Bronx County, New York,40.8447819,-73.8648268
Onondaga County, New York,43.026819,-76.17837390000001
Fulton County, New York,33.8033965,-84.3962535
Clinton County, New York,42.9663458,-84.5222189
Seneca County, New York,42.7651891,-76.8720961
Rensselaer County, New York,42.673664,-73.55941279999999
Putnam County, New York,41.4351069,-73.7948516
Franklin County, New York,40.0154745,-82.99316069999999
Herkimer County, New York,43.1630587,-74.8741045
Ontario County, New York,42.85098379999999,-77.2864879
Queens County, New York,40.7282239,-73.7948516
Steuben County, New York,42.321027,-77.3783789
Hamilton County, New York,39.2355447,-84.56414699999999
Washington County, New York,45.5469616,-123.1386021
Chautauqua County, New York,42.2312829,-79.560344
Kings County, New York,36.0988489,-119.8815203
Tioga County, New York,42.1256317,-76.3637285
Cayuga County, New York,42.7655231,-76.5488232
Orleans County, New York,43.4088624,-78.2020387
Saratoga County, New York,43.0324245,-73.93598209999999
Rockland County, New York,41.1489458,-73.98300290000002
Columbia County, New York,33.5098514,-82.25832969999999
Lewis County, New York,46.6195461,-122.4554639
Niagara County, New York,43.3119496,-78.74762079999999
Westchester County, New York,41.1220194,-73.7948516
Delaware County, New York,39.907793,-75.3878525
Essex County, New York,40.7947466,-74.2648829
Montgomery County, New York,39.1547426,-77.2405153
Nassau County, New York,40.6546145,-73.55941279999999
Richmond County, New York,33.3205339,-82.08429009999999
St. Lawrence County, New York,44.4473142,-74.930206
Schuyler County, New York,42.3796425,-76.8720961
Tompkins County, New York,42.4575747,-76.5488232
Warren County, New York,39.4241422,-84.1857115
Chenango County, New York,42.4972314,-75.62080879999999
Cortland County, New York,42.5440918,-75.9927652
Dutchess County, New York,41.7784372,-73.7477857
Jefferson County, New York,39.5800298,-105.2662931
Monroe County, New York,43.2841246,-77.7452081
Oneida County, New York,43.2371798,-75.4344727
Suffolk County, New York,40.9848784,-72.61511689999999
Ulster County, New York,41.8586493,-74.3118212
Wyoming County, New York,42.64205200000001,-78.2020387
Chemung County, New York,42.1362071,-76.7798172
Livingston County, New York,42.6207951,-83.8473015
Oswego County, New York,43.482533,-76.17837390000001
Otsego County, New York,42.5779779,-75.06111469999999
Greene County, New York,39.697399,-83.8897057
Wayne County, New York,42.2790746,-83.33618799999999
Albany County, New York,42.57567969999999,-73.93598209999999
Allegany County, New York,42.3129816,-78.0195387
Broome County, New York,42.1791865,-75.8533954
Cattaraugus County, New York,42.2318132,-78.74762079999999
Erie County, New York,42.9023958,-78.8661589
Madison County, New York,38.9041402,-89.9253233
Schenectady County, New York,42.8493445,-73.98300290000002
Sullivan County, New York,41.6897493,-74.7805192
Genesee County, New York,43.0777289,-83.67739279999999
Yates County, New York,42.64308459999999,-77.1485163
Orange County, New York,33.7174708,-117.8311428
Scotland County, North Carolina,34.8451203,-79.4703885
Watauga County, North Carolina,36.1941825,-81.73494199999999
Halifax County, North Carolina,36.2646764,-77.6077865
Alamance County, North Carolina,36.0117388,-79.4253776
Tyrrell County, North Carolina,35.8925537,-76.17837390000001
Greene County, North Carolina,39.697399,-83.8897057
Haywood County, North Carolina,35.624394,-82.99316069999999
Mitchell County, North Carolina,36.0277763,-82.1496049
Chowan County, North Carolina,36.1354131,-76.6181655
Alleghany County, North Carolina,37.8531975,-80.0534923
Caldwell County, North Carolina,35.9227448,-81.5596427
Catawba County, North Carolina,35.6840748,-81.2518833
Cleveland County, North Carolina,35.361354,-81.6035062
Craven County, North Carolina,35.0877672,-77.0564464
Edgecombe County, North Carolina,35.8840053,-77.6536125
Granville County, North Carolina,36.2799451,-78.6114999
Harnett County, North Carolina,35.35786480000001,-78.8835548
Hoke County, North Carolina,35.0432488,-79.24511489999999
Henderson County, North Carolina,35.3725873,-82.4319405
Hyde County, North Carolina,35.3777712,-76.17837390000001
Iredell County, North Carolina,35.8310501,-80.89865019999999
Mecklenburg County, North Carolina,35.2632655,-80.8543847
Northampton County, North Carolina,40.7749283,-75.294569
Pitt County, North Carolina,35.5589221,-77.4242972
Rowan County, North Carolina,35.6303455,-80.54384499999999
Vance County, North Carolina,36.3479057,-78.4297187
Cherokee County, North Carolina,34.2514526,-84.4802606
Currituck County, North Carolina,36.4189826,-75.94632399999999
Union County, North Carolina,34.9338651,-80.54384499999999
Wilkes County, North Carolina,36.202858,-81.2518833
Forsyth County, North Carolina,34.2358502,-84.14351359999999
Nash County, North Carolina,35.9597948,-77.973865
Alexander County, North Carolina,35.8974199,-81.20781640000001
Bladen County, North Carolina,34.5882404,-78.5660852
Dare County, North Carolina,35.6549619,-75.62080879999999
Carteret County, North Carolina,34.9019263,-76.5488232
Warren County, North Carolina,39.4241422,-84.1857115
Wilson County, North Carolina,35.6925497,-77.88245959999999
Bertie County, North Carolina,36.0245185,-76.964306
Gates County, North Carolina,36.4202077,-76.6874701
Graham County, North Carolina,33.076805,-109.7591675
Martin County, North Carolina,27.0804935,-80.4103957
Madison County, North Carolina,38.9041402,-89.9253233
Pamlico County, North Carolina,35.1337865,-76.6874701
Perquimans County, North Carolina,36.1329763,-76.4100267
Polk County, North Carolina,27.8617347,-81.6911559
Randolph County, North Carolina,35.7449531,-79.8296743
Rockingham County, North Carolina,38.5825919,-78.8835548
Stokes County, North Carolina,36.4244396,-80.23213129999999
Washington County, North Carolina,45.5469616,-123.1386021
Camden County, North Carolina,39.8592439,-75.0143824
Clay County, North Carolina,29.9943564,-81.77870209999999
Cumberland County, North Carolina,34.9542604,-78.74762079999999
Gaston County, North Carolina,35.2895651,-81.20781640000001
Guilford County, North Carolina,36.0899873,-79.8296743
Jackson County, North Carolina,38.9914998,-94.315422
Moore County, North Carolina,35.3674493,-79.4703885
Pasquotank County, North Carolina,36.2927068,-76.317414
Robeson County, North Carolina,34.6383858,-79.1096901
Stanly County, North Carolina,35.30145540000001,-80.23213129999999
Swain County, North Carolina,35.4328955,-83.46435509999999
Wake County, North Carolina,35.8031909,-78.5660852
Yancey County, North Carolina,35.888897,-82.34518899999999
Anson County, North Carolina,34.9054732,-80.1875065
Chatham County, North Carolina,31.9994194,-81.1196075
McDowell County, North Carolina,35.6984405,-82.08429009999999
Franklin County, North Carolina,40.0154745,-82.99316069999999
Johnston County, North Carolina,35.4403514,-78.3842227
Jones County, North Carolina,31.5343241,-89.1705998
Macon County, North Carolina,35.1197519,-83.33618799999999
Person County, North Carolina,36.3528221,-78.9288242
Brunswick County, North Carolina,34.0275398,-78.2020387
Transylvania County, North Carolina,35.2190534,-82.7778579
Ashe County, North Carolina,36.4339674,-81.47183869999999
Beaufort County, North Carolina,32.2860396,-80.7214417
Columbus County, North Carolina,34.2548658,-78.74762079999999
Lenoir County, North Carolina,35.2326725,-77.6077865
Lincoln County, North Carolina,35.4637028,-81.20781640000001
Montgomery County, North Carolina,39.1547426,-77.2405153
Onslow County, North Carolina,34.6540094,-77.4701972
Orange County, North Carolina,33.7174708,-117.8311428
Richmond County, North Carolina,33.3205339,-82.08429009999999
Rutherford County, North Carolina,35.7724263,-86.3376761
Sampson County, North Carolina,34.9197548,-78.3842227
Surry County, North Carolina,36.3743453,-80.6770787
Yadkin County, North Carolina,36.2023597,-80.6770787
Avery County, North Carolina,36.1198414,-81.909826
Buncombe County, North Carolina,35.59313770000001,-82.4752757
Burke County, North Carolina,35.7616931,-81.73494199999999
Cabarrus County, North Carolina,35.4168123,-80.5882803
Caswell County, North Carolina,36.3860217,-79.29021329999999
Davie County, North Carolina,35.9367033,-80.5882803
Davidson County, North Carolina,35.7748479,-80.1875065
Duplin County, North Carolina,34.8840095,-78.0195387
Durham County, North Carolina,36.0221805,-78.9031279
Hertford County, North Carolina,36.3761772,-77.0564464
Lee County, North Carolina,26.6630286,-81.9534815
New Hanover County, North Carolina,34.2154913,-77.88245959999999
Pender County, North Carolina,34.5170729,-77.8367282
Wayne County, North Carolina,42.2790746,-83.33618799999999
Burke County, North Dakota,35.7616931,-81.73494199999999
Mountrail County, North Dakota,48.2169859,-102.326433
Traill County, North Dakota,47.4636775,-97.1256368
Williams County, North Dakota,48.432044,-103.2923954
Billings County, North Dakota,47.0560305,-103.3906121
Dickey County, North Dakota,46.1265285,-98.4554399
Kidder County, North Dakota,46.8766313,-99.7506856
Cavalier County, North Dakota,48.8103752,-98.47811060000001
Ward County, North Dakota,48.21474509999999,-101.5805256
Grant County, North Dakota,47.1981147,-119.3732456
McHenry County, North Dakota,42.3039993,-88.4016041
Pembina County, North Dakota,48.7199939,-97.44879639999999
Steele County, North Dakota,43.9758523,-93.17796589999999
Benson County, North Dakota,48.088634,-99.4648442
Hettinger County, North Dakota,46.3771987,-102.4557007
LaMoure County, North Dakota,46.4284976,-98.54579509999999
Morton County, North Dakota,46.6683872,-101.1621736
Cass County, North Dakota,47.2144536,-94.2309171
Dunn County, North Dakota,44.909416,-91.9099238
Emmons County, North Dakota,46.2061318,-100.2953039
McIntosh County, North Dakota,31.4748147,-81.38393260000001
Nelson County, North Dakota,37.7478599,-78.8835548
Richland County, North Dakota,34.0412165,-80.9428911
Rolette County, North Dakota,48.6981517,-99.87911659999999
Walsh County, North Dakota,48.3777874,-97.75288719999999
Adams County, North Dakota,39.8398269,-104.1930918
Bottineau County, North Dakota,48.7820733,-100.7486336
Barnes County, North Dakota,46.926176,-98.12223379999999
Eddy County, North Dakota,32.4170622,-104.4723301
Grand Forks County, North Dakota,48.0037819,-97.35945249999999
McKenzie County, North Dakota,47.7714179,-103.4122495
Mercer County, North Dakota,40.3028533,-74.7337069
McLean County, North Dakota,40.5478429,-88.86469799999999
Pierce County, North Dakota,47.0675877,-122.1295269
Ransom County, North Dakota,46.4937656,-97.6257919
Renville County, North Dakota,44.66744449999999,-94.976654
Sioux County, North Dakota,43.08699360000001,-96.15269850000001
Bowman County, North Dakota,46.0945462,-103.556038
Burleigh County, North Dakota,47.0448552,-100.5049676
Golden Valley County, North Dakota,46.3709324,-109.1743851
Logan County, North Dakota,40.38996789999999,-83.8473015
Oliver County, North Dakota,47.1217918,-101.342985
Towner County, North Dakota,48.7485974,-99.2761104
Stutsman County, North Dakota,46.939184,-98.99091390000001
Ramsey County, North Dakota,44.9963986,-93.0615978
Divide County, North Dakota,48.80561540000001,-103.582951
Foster County, North Dakota,47.4991972,-98.874618
Griggs County, North Dakota,47.3876664,-98.25542949999999
Sargent County, North Dakota,46.1089195,-97.61524179999999
Sheridan County, North Dakota,44.787904,-106.925973
Slope County, North Dakota,46.4129398,-103.5021012
Stark County, North Dakota,40.8684676,-81.2518833
Wells County, North Dakota,40.7778348,-85.1894045
Gallia County, Ohio,38.8619254,-82.34518899999999
Huron County, Ohio,43.9466791,-82.82097399999999
Mahoning County, Ohio,40.9871753,-80.7214417
Athens County, Ohio,39.30303079999999,-82.12783999999999
Adams County, Ohio,39.8398269,-104.1930918
Scioto County, Ohio,38.861065,-82.99316069999999
Medina County, Ohio,41.080133,-81.9534815
Meigs County, Ohio,39.0874307,-81.9971108
Union County, Ohio,34.9338651,-80.54384499999999
Champaign County, Ohio,40.2138865,-88.24611829999999
Pike County, Ohio,41.3361875,-75.06111469999999
Paulding County, Ohio,33.9142037,-84.8984775
Greene County, Ohio,39.697399,-83.8897057
Hamilton County, Ohio,39.2355447,-84.56414699999999
Franklin County, Ohio,40.0154745,-82.99316069999999
Lawrence County, Ohio,40.957855,-80.365865
Marion County, Ohio,44.8446393,-122.5927411
Morgan County, Ohio,41.0576176,-111.6183755
Tuscarawas County, Ohio,40.3978972,-81.42789839999999
Wayne County, Ohio,42.2790746,-83.33618799999999
Wyandot County, Ohio,40.8471492,-83.33618799999999
Brown County, Ohio,44.45616740000001,-87.9334803
Butler County, Ohio,39.440463,-84.5222189
Erie County, Ohio,42.9023958,-78.8661589
Harrison County, Ohio,30.432087,-89.0179332
Knox County, Ohio,35.9874629,-83.9419784
Licking County, Ohio,40.1460895,-82.4752757
Richland County, Ohio,34.0412165,-80.9428911
Vinton County, Ohio,39.2875595,-82.5185837
Carroll County, Ohio,39.5423418,-77.0564464
Hancock County, Ohio,39.8249915,-85.84862360000001
Clermont County, Ohio,39.0928449,-84.1857115
Fairfield County, Ohio,39.830506,-82.6483442
Defiance County, Ohio,41.3491725,-84.4802606
Highland County, Ohio,39.2228606,-83.5070203
Henry County, Ohio,33.4347963,-84.14351359999999
Jefferson County, Ohio,39.5800298,-105.2662931
Portage County, Ohio,41.1887572,-81.2518833
Putnam County, Ohio,41.4351069,-73.7948516
Belmont County, Ohio,40.0325848,-80.89865019999999
Clinton County, Ohio,42.9663458,-84.5222189
Fayette County, Ohio,33.4502206,-84.4802606
Perry County, Ohio,40.371376,-77.2405153
Pickaway County, Ohio,39.687828,-82.99316069999999
Logan County, Ohio,40.38996789999999,-83.8473015
Madison County, Ohio,38.9041402,-89.9253233
Summit County, Ohio,41.0918991,-81.5596427
Muskingum County, Ohio,39.9478393,-81.9534815
Sandusky County, Ohio,41.3559092,-83.12200740000002
Shelby County, Ohio,35.1268552,-89.9253233
Van Wert County, Ohio,40.871234,-84.56414699999999
Washington County, Ohio,45.5469616,-123.1386021
Williams County, Ohio,48.432044,-103.2923954
Auglaize County, Ohio,40.5781556,-84.3542049
Columbiana County, Ohio,40.7902581,-80.7657804
Darke County, Ohio,40.1056572,-84.68974949999999
Ottawa County, Ohio,42.95302299999999,-86.0937312
Fulton County, Ohio,33.8033965,-84.3962535
Hardin County, Ohio,30.364764,-94.315422
Jackson County, Ohio,38.9914998,-94.315422
Lucas County, Ohio,41.6894388,-83.3789389
Morrow County, Ohio,40.5303751,-82.8007993
Noble County, Ohio,41.4277391,-85.35496499999999
Preble County, Ohio,39.7778251,-84.68974949999999
Seneca County, Ohio,42.7651891,-76.8720961
Stark County, Ohio,40.8684676,-81.2518833
Allen County, Ohio,41.0932622,-85.02334599999999
Coshocton County, Ohio,40.27358230000001,-81.9534815
Crawford County, Ohio,41.6661391,-80.2767327
Delaware County, Ohio,39.907793,-75.3878525
Geauga County, Ohio,41.4641521,-81.20781640000001
Guernsey County, Ohio,40.0731129,-81.42789839999999
Hocking County, Ohio,39.4909358,-82.4752757
Lake County, Ohio,42.3689363,-87.8271534
Mercer County, Ohio,40.3028533,-74.7337069
Ross County, Ohio,39.3584253,-82.99316069999999
Clark County, Ohio,36.0795613,-115.094045
Cuyahoga County, Ohio,41.433923,-81.67582
Holmes County, Ohio,40.5540928,-81.909826
Lorain County, Ohio,41.4116881,-82.12783999999999
Miami County, Ohio,40.081473,-84.1857115
Monroe County, Ohio,43.2841246,-77.7452081
Montgomery County, Ohio,39.1547426,-77.2405153
Trumbull County, Ohio,41.3064984,-80.7214417
Warren County, Ohio,39.4241422,-84.1857115
Wood County, Ohio,44.4747774,-90.0746767
Ashland County, Ohio,40.9435588,-82.3017728
Ashtabula County, Ohio,41.9396982,-80.7214417
Adair County, Oklahoma,37.076403,-85.31362179999999
Seminole County, Oklahoma,28.7131688,-81.20781640000001
Stephens County, Oklahoma,34.5458998,-83.2934086
Cimarron County, Oklahoma,36.7936335,-102.6216211
Blaine County, Oklahoma,43.4743428,-113.9664446
Carter County, Oklahoma,36.2638604,-82.12783999999999
Coal County, Oklahoma,34.568577,-96.2800864
Grant County, Oklahoma,47.1981147,-119.3732456
Greer County, Oklahoma,34.9338651,-99.456155
Kingfisher County, Oklahoma,35.9181468,-97.87216
McClain County, Oklahoma,35.0282316,-97.4814163
McIntosh County, Oklahoma,31.4748147,-81.38393260000001
Marshall County, Oklahoma,34.3652297,-86.3376761
Murray County, Oklahoma,34.7928029,-84.7315563
Noble County, Oklahoma,41.4277391,-85.35496499999999
Nowata County, Oklahoma,36.7344388,-95.6457951
Ottawa County, Oklahoma,42.95302299999999,-86.0937312
Rogers County, Oklahoma,36.3898068,-95.6457951
Sequoyah County, Oklahoma,35.5155322,-94.7691586
Wagoner County, Oklahoma,35.91923970000001,-95.51973939999999
Alfalfa County, Oklahoma,36.7435919,-98.3964938
Woods County, Oklahoma,36.7181862,-98.7481167
Caddo County, Oklahoma,35.10556,-98.3088441
