,County,State,lat,lng
1224,Washington Parish, Louisiana,30.8,-90.07
1225,St. Landry Parish, Louisiana,30.6,-92.07
1226,Tangipahoa Parish, Louisiana,30.62,-90.37
1227,Acadia Parish, Louisiana,30.23,-92.38
1228,St. Mary Parish, Louisiana,29.5,-91.44
1229,West Carroll Parish, Louisiana,32.75,-91.48
1230,St. Tammany Parish, Louisiana,30.44,-89.93
1231,Union Parish, Louisiana,32.79,-92.38
1232,Caldwell Parish, Louisiana,32.07,-92.07
1233,Caddo Parish, Louisiana,32.61,-93.87
1234,East Carroll Parish, Louisiana,32.76,-91.25
1235,Ascension Parish, Louisiana,30.2,-90.94
1236,Lafayette Parish, Louisiana,30.19,-92.03
1237,Evangeline Parish, Louisiana,30.78,-92.38
1238,Iberia Parish, Louisiana,29.5,-91.75
1239,Lincoln Parish, Louisiana,32.6,-92.7
1240,St. Bernard Parish, Louisiana,29.88,-89.32
1241,St. Helena Parish, Louisiana,30.8,-90.68
1242,Webster Parish, Louisiana,32.76,-93.34
1243,West Baton Rouge Parish, Louisiana,30.48,-91.33
1244,De Soto Parish, Louisiana,32.03,-93.66
1245,Iberville Parish, Louisiana,30.29,-91.4
1246,Red River Parish, Louisiana,32.08,-93.38
1247,Livingston Parish, Louisiana,30.43,-90.68
1248,Morehouse Parish, Louisiana,32.8,-91.75
1249,Natchitoches Parish, Louisiana,31.68,-93.18
1250,Orleans Parish, Louisiana,29.95,-90.07
1251,Terrebonne Parish, Louisiana,29.23,-90.75
1252,Catahoula Parish, Louisiana,31.71,-91.91
1253,Calcasieu Parish, Louisiana,30.21,-93.34
1254,Claiborne Parish, Louisiana,32.77,-93.02
1255,Franklin Parish, Louisiana,32.07,-91.6
1256,Avoyelles Parish, Louisiana,30.97,-92.07
1257,Assumption Parish, Louisiana,29.92,-91.1
1258,Jackson Parish, Louisiana,32.24,-92.54
1259,East Baton Rouge Parish, Louisiana,30.57,-91.1
1260,Pointe Coupee Parish, Louisiana,30.61,-91.6
1261,Richland Parish, Louisiana,32.39,-91.79
1262,St. Martin Parish, Louisiana,30.24,-91.75
1263,Vernon Parish, Louisiana,31.13,-93.18
1264,Winn Parish, Louisiana,31.92,-92.66
1265,Sabine Parish, Louisiana,31.49,-93.5
1266,Allen Parish, Louisiana,30.59,-92.86
1267,Madison Parish, Louisiana,32.44,-91.29
1268,Suffolk County, Massachusetts,40.98,-72.62
1269,Barnstable County, Massachusetts,41.7,-70.32
1270,Dukes County, Massachusetts,41.4,-70.67
1271,Middlesex County, Massachusetts,40.41,-74.36
1272,Berkshire County, Massachusetts,42.31,-73.18
1273,Bristol County, Massachusetts,41.79,-71.14
1274,Hampden County, Massachusetts,42.12,-72.66
1275,Plymouth County, Massachusetts,41.91,-70.72
1276,Essex County, Massachusetts,40.79,-74.26
1277,Franklin County, Massachusetts,40.02,-82.99
1278,Norfolk County, Massachusetts,42.18,-71.14
1279,Worcester County, Massachusetts,38.16,-75.43
1280,Hampshire County, Massachusetts,42.35,-72.66
1281,Nantucket County, Massachusetts,41.28,-70.1
1282,Worcester County, Maryland,38.16,-75.43
1283,Baltimore city, Maryland,39.29,-76.61
1284,Somerset County, Maryland,40.53,-74.64
1285,Talbot County, Maryland,38.78,-76.13
1286,Harford County, Maryland,39.58,-76.36
1287,Allegany County, Maryland,42.31,-78.02
1288,Howard County, Maryland,39.29,-76.96
1289,Prince George's County, Maryland,38.78,-76.87
1290,Anne Arundel County, Maryland,38.95,-76.55
1291,Baltimore County, Maryland,39.46,-76.73
1292,Frederick County, Maryland,39.38,-77.47
1293,Calvert County, Maryland,38.49,-76.5
1294,Garrett County, Maryland,39.57,-79.29
1295,Kent County, Maryland,43.01,-85.52
1296,Montgomery County, Maryland,39.15,-77.24
1297,Carroll County, Maryland,39.54,-77.06
1298,Queen Anne's County, Maryland,39.03,-76.13
1299,St. Mary's County, Maryland,38.11,-76.36
1300,Charles County, Maryland,38.52,-77.1
1301,Dorchester County, Maryland,33.17,-80.54
1302,Washington County, Maryland,45.55,-123.14
1303,Wicomico County, Maryland,38.39,-75.67
1304,Cecil County, Maryland,39.57,-75.95
1305,Caroline County, Maryland,38.04,-77.29
1306,Berrien County, Michigan,42.03,-86.74
1307,Ogemaw County, Michigan,44.33,-84.19
1308,Oscoda County, Michigan,44.63,-84.19
1309,Wexford County, Michigan,44.39,-85.52
1310,Crawford County, Michigan,41.67,-80.28
1311,Clinton County, Michigan,42.97,-84.52
1312,Dickinson County, Michigan,43.4,-95.18
1313,Gratiot County, Michigan,43.28,-84.69
1314,Huron County, Michigan,43.95,-82.82
1315,Ingham County, Michigan,42.65,-84.35
1316,Lenawee County, Michigan,41.84,-84.02
1317,Mason County, Michigan,47.43,-123.2
1318,Menominee County, Michigan,45.5,-87.57
1319,Montcalm County, Michigan,43.31,-85.19
1320,Missaukee County, Michigan,44.37,-85.02
1321,St. Joseph County, Michigan,41.62,-86.34
1322,St. Clair County, Michigan,43.02,-82.65
1323,Van Buren County, Michigan,42.25,-86.01
1324,Washtenaw County, Michigan,42.31,-83.85
1325,Arenac County, Michigan,44.0,-83.68
1326,Barry County, Michigan,42.54,-85.35
1327,Cass County, Michigan,47.21,-94.23
1328,Iron County, Michigan,37.79,-113.19
1329,Benzie County, Michigan,44.68,-86.3
1330,Roscommon County, Michigan,44.35,-84.69
1331,Schoolcraft County, Michigan,46.07,-86.19
1332,Wayne County, Michigan,42.28,-83.34
1333,Branch County, Michigan,41.89,-85.02
1334,Grand Traverse County, Michigan,44.69,-85.52
1335,Jackson County, Michigan,38.99,-94.32
1336,Mackinac County, Michigan,46.02,-85.0
1337,Genesee County, Michigan,43.08,-83.68
1338,Antrim County, Michigan,44.97,-85.18
1339,Houghton County, Michigan,47.12,-88.57
1340,Livingston County, Michigan,42.62,-83.85
1341,Iosco County, Michigan,44.33,-83.64
1342,Lake County, Michigan,42.37,-87.83
1343,Manistee County, Michigan,44.24,-86.32
1344,Montmorency County, Michigan,45.07,-84.14
1345,Presque Isle County, Michigan,45.57,-83.6
1346,Gladwin County, Michigan,44.03,-84.35
1347,Kalamazoo County, Michigan,42.23,-85.52
1348,Mecosta County, Michigan,43.62,-85.35
1349,Marquette County, Michigan,43.87,-89.32
1350,Newaygo County, Michigan,43.56,-85.77
1351,Osceola County, Michigan,28.1,-81.08
1352,Otsego County, Michigan,42.58,-75.06
1353,Calhoun County, Michigan,42.21,-85.02
1354,Cheboygan County, Michigan,45.55,-84.56
1355,Luce County, Michigan,46.58,-85.51
1356,Kent County, Michigan,43.01,-85.52
1357,Macomb County, Michigan,42.72,-82.82
1358,Saginaw County, Michigan,43.4,-84.02
1359,Shiawassee County, Michigan,42.95,-84.19
1360,Baraga County, Michigan,46.74,-88.3
1361,Bay County, Michigan,30.18,-85.68
1362,Charlevoix County, Michigan,45.43,-85.44
1363,Eaton County, Michigan,42.59,-84.77
1364,Delta County, Michigan,38.85,-107.76
1365,Gogebic County, Michigan,46.44,-89.92
1366,Emmet County, Michigan,45.64,-84.98
1367,Chippewa County, Michigan,45.07,-91.29
1368,Monroe County, Michigan,43.28,-77.75
1369,Allegan County, Michigan,42.57,-86.34
1370,Oakland County, Michigan,42.59,-83.34
1371,Hillsdale County, Michigan,41.87,-84.52
1372,Alger County, Michigan,46.93,-86.51
1373,Muskegon County, Michigan,43.28,-86.74
1374,Oceana County, Michigan,43.67,-86.66
1375,Leelanau County, Michigan,45.08,-86.07
1376,Lapeer County, Michigan,43.05,-83.16
1377,Clare County, Michigan,44.06,-84.86
1378,Sanilac County, Michigan,43.41,-82.73
1379,Keweenaw County, Michigan,47.75,-88.32
1380,Isabella County, Michigan,43.6,-84.86
1381,Ontonagon County, Michigan,46.87,-89.31
1382,Ottawa County, Michigan,42.95,-86.09
1383,Tuscola County, Michigan,43.53,-83.51
1384,Alcona County, Michigan,44.67,-83.6
1385,Alpena County, Michigan,45.02,-83.11
1386,Ionia County, Michigan,42.99,-85.02
1387,Kalkaska County, Michigan,44.67,-85.02
1388,Midland County, Michigan,43.58,-84.35
1389,Wilkin County, Minnesota,46.41,-96.5
1390,Red Lake County, Minnesota,47.88,-96.13
1391,Aitkin County, Minnesota,46.62,-93.45
1392,Clay County, Minnesota,29.99,-81.78
1393,Faribault County, Minnesota,43.64,-93.99
1394,Murray County, Minnesota,34.79,-84.73
1395,Fillmore County, Minnesota,43.7,-92.07
1396,Kandiyohi County, Minnesota,45.11,-95.02
1397,Lake County, Minnesota,42.37,-87.83
1398,Polk County, Minnesota,27.86,-81.69
1399,Rock County, Minnesota,42.63,-89.02
1400,Roseau County, Minnesota,48.72,-95.98
1401,Sibley County, Minnesota,44.55,-94.15
1402,Traverse County, Minnesota,45.8,-96.37
1403,Watonwan County, Minnesota,43.93,-94.48
1404,Becker County, Minnesota,46.92,-95.7
1405,Hennepin County, Minnesota,45.02,-93.51
1406,Big Stone County, Minnesota,45.49,-96.47
1407,Brown County, Minnesota,44.46,-87.93
1408,Chippewa County, Minnesota,45.07,-91.29
1409,Cass County, Minnesota,47.21,-94.23
1410,Clearwater County, Minnesota,47.72,-95.31
1411,Goodhue County, Minnesota,44.44,-92.7
1412,Hubbard County, Minnesota,47.19,-94.94
1413,Isanti County, Minnesota,45.63,-93.25
1414,Jackson County, Minnesota,38.99,-94.32
1415,Martin County, Minnesota,27.08,-80.41
1416,Mower County, Minnesota,43.68,-92.7
1417,Nobles County, Minnesota,43.72,-95.81
1418,Pine County, Minnesota,46.1,-92.81
1419,Olmsted County, Minnesota,44.0,-92.38
1420,Cottonwood County, Minnesota,44.05,-95.31
1421,Scott County, Minnesota,44.68,-93.54
1422,Dodge County, Minnesota,43.4,-88.71
1423,Wabasha County, Minnesota,44.3,-92.22
1424,Pipestone County, Minnesota,44.0,-96.32
1425,Crow Wing County, Minnesota,46.6,-94.14
1426,Norman County, Minnesota,47.34,-96.53
1427,Wright County, Minnesota,45.15,-94.02
1428,Nicollet County, Minnesota,44.36,-94.27
1429,Douglas County, Minnesota,39.26,-104.94
1430,Grant County, Minnesota,47.2,-119.37
1431,Kittson County, Minnesota,48.76,-96.87
1432,Le Sueur County, Minnesota,44.46,-93.92
1433,Mahnomen County, Minnesota,47.38,-95.8
1434,Chisago County, Minnesota,45.52,-92.96
1435,Redwood County, Minnesota,44.35,-95.31
1436,Yellow Medicine County, Minnesota,44.74,-95.86
1437,Todd County, Minnesota,46.03,-94.83
1438,Beltrami County, Minnesota,48.04,-94.83
1439,Blue Earth County, Minnesota,43.95,-93.99
1440,Houston County, Minnesota,32.42,-83.63
1441,Lac qui Parle County, Minnesota,45.06,-96.2
1442,Lake of the Woods County, Minnesota,48.69,-94.93
1443,Otter Tail County, Minnesota,46.52,-95.89
1444,Waseca County, Minnesota,43.96,-93.66
1445,St. Louis County, Minnesota,38.61,-90.41
1446,Anoka County, Minnesota,45.33,-93.22
1447,Stearns County, Minnesota,45.58,-94.59
1448,Dakota County, Minnesota,44.73,-93.18
1449,Lincoln County, Minnesota,35.46,-81.21
1450,Lyon County, Minnesota,38.95,-119.14
1451,Marshall County, Minnesota,34.37,-86.34
1452,Mille Lacs County, Minnesota,45.92,-93.62
1453,Renville County, Minnesota,44.67,-94.98
1454,Washington County, Minnesota,45.55,-123.14
1455,Carlton County, Minnesota,46.56,-92.68
1456,Cook County, Minnesota,41.74,-87.7
1457,Kanabec County, Minnesota,45.93,-93.29
1458,Koochiching County, Minnesota,48.18,-93.65
1459,Meeker County, Minnesota,45.14,-94.52
1460,Morrison County, Minnesota,45.98,-94.05
1461,Pennington County, Minnesota,43.89,-102.25
1462,Rice County, Minnesota,44.27,-93.34
1463,Steele County, Minnesota,43.98,-93.18
1464,Sherburne County, Minnesota,45.46,-93.73
1465,Wadena County, Minnesota,46.64,-94.94
1466,Benton County, Minnesota,46.32,-119.5
1467,Carver County, Minnesota,44.83,-93.78
1468,Freeborn County, Minnesota,43.67,-93.34
1469,Itasca County, Minnesota,47.55,-93.57
1470,McLeod County, Minnesota,44.84,-94.32
1471,Pope County, Minnesota,35.44,-93.02
1472,Ramsey County, Minnesota,45.0,-93.06
1473,Stevens County, Minnesota,48.46,-117.91
1474,Swift County, Minnesota,45.23,-95.72
1475,Winona County, Minnesota,44.01,-91.75
1476,Hancock County, Mississippi,39.82,-85.85
1477,LaSalle Parish, Louisiana,31.7,-92.22
1478,Sharkey County, Mississippi,32.99,-90.83
1479,Tippah County, Mississippi,34.77,-88.86
1480,Choctaw County, Mississippi,33.99,-95.52
1481,Forrest County, Mississippi,31.21,-89.28
1482,Itawamba County, Mississippi,34.23,-88.4
1483,Lafayette County, Mississippi,39.0,-93.99
1484,Issaquena County, Mississippi,32.85,-91.02
1485,Jackson County, Mississippi,38.99,-94.32
1486,Lowndes County, Mississippi,30.86,-83.29
1487,Leflore County, Mississippi,33.53,-90.37
1488,Tunica County, Mississippi,34.64,-90.41
1489,Wilkinson County, Mississippi,32.8,-83.16
1490,Claiborne County, Mississippi,36.48,-83.63
1491,Harrison County, Mississippi,30.43,-89.02
1492,Jefferson Davis County, Mississippi,31.58,-89.81
1493,Simpson County, Mississippi,36.78,-86.62
1494,Lauderdale County, Mississippi,34.88,-87.66
1495,Lincoln County, Mississippi,35.46,-81.21
1496,Scott County, Mississippi,44.68,-93.54
1497,Winston County, Mississippi,34.17,-87.34
1498,Yazoo County, Mississippi,32.81,-90.37
1499,Attala County, Mississippi,33.17,-89.63
1500,Benton County, Mississippi,46.32,-119.5
1501,Franklin County, Mississippi,40.02,-82.99
1502,Coahoma County, Mississippi,34.2,-90.64
1503,Jasper County, Mississippi,32.49,-81.08
1504,Jones County, Mississippi,31.53,-89.17
1505,Walthall County, Mississippi,31.13,-90.11
1506,Monroe County, Mississippi,43.28,-77.75
1507,Pontotoc County, Mississippi,34.77,-96.66
1508,Sunflower County, Mississippi,33.53,-90.68
1509,Webster County, Mississippi,42.4,-94.15
1510,Alcorn County, Mississippi,34.9,-88.6
1511,Adams County, Mississippi,39.84,-104.19
1512,Clay County, Mississippi,29.99,-81.78
1513,DeSoto County, Mississippi,34.91,-89.96
1514,Covington County, Mississippi,31.31,-86.5
1515,Humphreys County, Mississippi,36.02,-87.74
1516,Calhoun County, Mississippi,42.21,-85.02
1517,Holmes County, Mississippi,40.55,-81.91
1518,Amite County, Mississippi,31.17,-90.83
1519,Madison County, Mississippi,38.9,-89.93
1520,Marion County, Mississippi,44.84,-122.59
1521,Tishomingo County, Mississippi,34.76,-88.25
1522,Wayne County, Mississippi,42.28,-83.34
1523,Greene County, Mississippi,39.7,-83.89
1524,Marshall County, Mississippi,34.37,-86.34
1525,Quitman County, Mississippi,31.85,-84.98
1526,Bolivar County, Mississippi,33.88,-90.83
1527,Lamar County, Mississippi,33.76,-95.65
1528,Lee County, Mississippi,26.66,-81.95
1529,Pike County, Mississippi,41.34,-75.06
1530,Tallahatchie County, Mississippi,33.93,-90.19
1531,Smith County, Mississippi,32.34,-95.31
1532,Stone County, Mississippi,36.77,-93.46
1533,Warren County, Mississippi,39.42,-84.19
1534,Clarke County, Mississippi,33.95,-83.36
1535,Kemper County, Mississippi,32.8,-88.71
1536,Montgomery County, Mississippi,39.15,-77.24
1537,Oktibbeha County, Mississippi,33.39,-88.9
1538,Neshoba County, Mississippi,32.81,-89.17
1539,Pearl River County, Mississippi,30.8,-89.63
1540,Leake County, Mississippi,32.81,-89.47
1541,Noxubee County, Mississippi,33.16,-88.56
1542,Rankin County, Mississippi,32.27,-89.93
1543,Tate County, Mississippi,34.64,-89.96
1544,Washington County, Mississippi,45.55,-123.14
1545,Lawrence County, Mississippi,40.96,-80.37
1546,Panola County, Mississippi,32.19,-94.32
1547,Perry County, Mississippi,40.37,-77.24
1548,Yalobusha County, Mississippi,33.98,-89.68
1549,Chickasaw County, Mississippi,33.88,-89.02
1550,Carroll County, Mississippi,39.54,-77.06
1551,Copiah County, Mississippi,31.9,-90.37
1552,George County, Mississippi,30.84,-88.67
1553,Grenada County, Mississippi,33.75,-89.81
1554,Hinds County, Mississippi,32.26,-90.37
1555,Jefferson County, Mississippi,39.58,-105.27
1556,Newton County, Mississippi,33.55,-83.85
1557,Union County, Mississippi,34.93,-80.54
1558,Prentiss County, Mississippi,34.63,-88.52
1559,Howell County, Missouri,36.85,-91.91
1560,Carter County, Missouri,36.26,-82.13
1561,Dade County, Missouri,25.55,-80.63
1562,Linn County, Missouri,42.07,-91.68
1563,Johnson County, Missouri,38.85,-94.85
1564,Laclede County, Missouri,37.7,-92.54
1565,Maries County, Missouri,38.17,-91.95
1566,Phelps County, Missouri,37.88,-91.75
1567,Platte County, Missouri,39.35,-94.77
1568,St. Francois County, Missouri,37.77,-90.49
1569,St. Louis city, Missouri,38.63,-90.2
1570,Andrew County, Missouri,39.96,-94.81
1571,Butler County, Missouri,39.44,-84.52
1572,Carroll County, Missouri,39.54,-77.06
1573,Daviess County, Missouri,37.73,-87.1
1574,Holt County, Missouri,42.38,-98.66
1575,Knox County, Missouri,35.99,-83.94
1576,Ripley County, Missouri,39.1,-85.23
1577,Marion County, Missouri,44.84,-122.59
1578,Montgomery County, Missouri,39.15,-77.24
1579,Osage County, Missouri,36.62,-96.24
1580,Stoddard County, Missouri,36.87,-89.93
1581,Warren County, Missouri,39.42,-84.19
1582,Washington County, Missouri,45.55,-123.14
1583,Audrain County, Missouri,39.22,-91.91
1584,Christian County, Missouri,37.0,-93.18
1585,DeKalb County, Missouri,33.8,-84.23
1586,Greene County, Missouri,39.7,-83.89
1587,Harrison County, Missouri,30.43,-89.02
1588,Lafayette County, Missouri,39.0,-93.99
1589,St. Clair County, Missouri,43.02,-82.65
1590,Adair County, Missouri,37.08,-85.31
1591,Schuyler County, Missouri,42.38,-76.87
1592,Scotland County, Missouri,34.85,-79.47
1593,Sullivan County, Missouri,41.69,-74.78
1594,Camden County, Missouri,39.86,-75.01
1595,Clark County, Missouri,36.08,-115.09
1596,Jasper County, Missouri,32.49,-81.08
1597,Jefferson County, Missouri,39.58,-105.27
1598,Lewis County, Missouri,46.62,-122.46
1599,McDonald County, Missouri,36.62,-94.32
1600,New Madrid County, Missouri,36.52,-89.78
1601,Perry County, Missouri,40.37,-77.24
1602,Polk County, Missouri,27.86,-81.69
1603,Ralls County, Missouri,39.56,-91.6
1604,Ray County, Missouri,39.34,-93.99
1605,Stone County, Missouri,36.77,-93.46
1606,Reynolds County, Missouri,37.38,-90.98
1607,St. Louis County, Missouri,38.61,-90.41
1608,Scott County, Missouri,44.68,-93.54
1609,Barry County, Missouri,42.54,-85.35
1610,Barton County, Missouri,38.36,-98.77
1611,Boone County, Missouri,38.99,-84.73
1612,Cedar County, Missouri,41.83,-91.14
1613,Cole County, Missouri,38.51,-92.26
1614,Crawford County, Missouri,41.67,-80.28
1615,Gasconade County, Missouri,38.43,-91.48
1616,Iron County, Missouri,37.79,-113.19
1617,Livingston County, Missouri,42.62,-83.85
1618,Macon County, Missouri,35.12,-83.34
1619,Moniteau County, Missouri,38.58,-92.58
1620,Oregon County, Missouri,43.8,-120.55
1621,Pemiscot County, Missouri,36.22,-89.81
1622,Pettis County, Missouri,38.69,-93.34
1623,Ste. Genevieve County, Missouri,37.89,-90.22
1624,Shannon County, Missouri,37.2,-91.44
1625,Randolph County, Missouri,35.74,-79.83
1626,Douglas County, Missouri,39.26,-104.94
1627,Dunklin County, Missouri,36.24,-90.06
1628,Franklin County, Missouri,40.02,-82.99
1629,Henry County, Missouri,33.43,-84.14
1630,Howard County, Missouri,39.29,-76.96
1631,Jackson County, Missouri,38.99,-94.32
1632,Lawrence County, Missouri,40.96,-80.37
1633,Miller County, Missouri,33.33,-93.87
1634,Pulaski County, Missouri,34.75,-92.22
1635,Putnam County, Missouri,41.44,-73.79
1636,Taney County, Missouri,36.66,-93.02
1637,Buchanan County, Missouri,39.63,-94.81
1638,Caldwell County, Missouri,35.92,-81.56
1639,Callaway County, Missouri,38.89,-91.91
1640,Cass County, Missouri,47.21,-94.23
1641,Clinton County, Missouri,42.97,-84.52
1642,Cooper County, Missouri,38.87,-92.86
1643,Dallas County, Missouri,32.8,-96.84
1644,Gentry County, Missouri,40.14,-94.48
1645,Hickory County, Missouri,37.97,-93.3
1646,Lincoln County, Missouri,35.46,-81.21
1647,Mississippi County, Missouri,35.83,-90.07
1648,Monroe County, Missouri,43.28,-77.75
1649,Newton County, Missouri,33.55,-83.85
1650,Ozark County, Missouri,36.67,-92.38
1651,Pike County, Missouri,41.34,-75.06
1652,St. Charles County, Missouri,38.73,-90.83
1653,Mercer County, Missouri,40.3,-74.73
1654,Madison County, Missouri,38.9,-89.93
1655,Wright County, Missouri,45.15,-94.02
1656,Clay County, Missouri,29.99,-81.78
1657,Vernon County, Missouri,43.56,-90.83
1658,Dent County, Missouri,37.54,-91.44
1659,Saline County, Missouri,34.57,-92.54
1660,Nodaway County, Missouri,40.29,-94.81
1661,Worth County, Missouri,43.36,-93.34
1662,Chariton County, Missouri,39.53,-93.02
1663,Grundy County, Missouri,41.35,-88.4
1664,Morgan County, Missouri,41.06,-111.62
1665,Wayne County, Missouri,42.28,-83.34
1666,Bollinger County, Missouri,37.21,-90.07
1667,Cape Girardeau County, Missouri,37.38,-89.63
1668,Shelby County, Missouri,35.13,-89.93
1669,Webster County, Missouri,42.4,-94.15
1670,Atchison County, Missouri,39.57,-95.35
1671,Bates County, Missouri,38.32,-94.32
1672,Benton County, Missouri,46.32,-119.5
1673,Custer County, Montana,38.06,-105.31
1674,Hill County, Montana,32.06,-97.18
1675,Chouteau County, Montana,48.0,-110.47
1676,Treasure County, Montana,46.21,-107.26
1677,Phillips County, Montana,34.46,-90.87
1678,Powder River County, Montana,45.3,-105.53
1679,Lincoln County, Montana,35.46,-81.21
1680,Park County, Montana,39.09,-105.59
1681,Roosevelt County, Montana,33.95,-103.36
1682,Blaine County, Montana,43.47,-113.97
1683,Liberty County, Montana,30.16,-94.81
1684,Sweet Grass County, Montana,45.77,-109.9
1685,Richland County, Montana,34.04,-80.94
1686,Teton County, Montana,43.85,-110.63
1687,Prairie County, Montana,34.76,-91.6
1688,Toole County, Montana,48.7,-111.64
1689,Glacier County, Montana,48.52,-112.92
1690,Fallon County, Montana,46.38,-104.43
1691,Daniels County, Montana,48.77,-105.72
1692,Stillwater County, Montana,45.7,-109.39
1693,Golden Valley County, Montana,46.37,-109.17
1694,Judith Basin County, Montana,47.06,-110.26
1695,Silver Bow County, Montana,45.88,-112.58
1696,Deer Lodge County, Montana,46.11,-113.02
1697,Jefferson County, Montana,39.58,-105.27
1698,Granite County, Montana,46.34,-113.46
1699,McCone County, Montana,47.45,-105.88
1700,Wheatland County, Montana,51.0,-113.02
1701,Madison County, Montana,38.9,-89.93
1702,Rosebud County, Montana,46.39,-106.59
1703,Sheridan County, Montana,44.79,-106.93
1704,Carter County, Montana,36.26,-82.13
1705,Dawson County, Montana,34.41,-84.14
1706,Big Horn County, Montana,44.6,-108.09
1707,Broadwater County, Montana,46.27,-111.45
1708,Lake County, Montana,42.37,-87.83
1709,Lewis and Clark County, Montana,47.3,-112.4
1710,Pondera County, Montana,48.23,-112.29
1711,Yellowstone County, Montana,45.79,-108.43
1712,Missoula County, Montana,47.02,-113.69
1713,Ravalli County, Montana,46.02,-114.18
1714,Valley County, Montana,44.92,-115.79
1715,Cascade County, Montana,47.47,-111.55
1716,Fergus County, Montana,47.21,-109.41
1717,Garfield County, Montana,39.66,-107.76
1718,Mineral County, Montana,37.66,-107.01
1719,Petroleum County, Montana,47.16,-108.32
1720,Powell County, Montana,37.84,-83.83
1721,Sanders County, Montana,47.61,-115.13
1722,Wibaux County, Montana,46.78,-104.32
1723,Gallatin County, Montana,45.54,-111.12
1724,Meagher County, Montana,46.62,-110.88
1725,Carbon County, Montana,40.9,-75.67
1726,Beaverhead County, Montana,45.21,-113.11
1727,Flathead County, Montana,48.42,-114.15
1728,Musselshell County, Montana,46.42,-108.41
1729,Garden County, Nebraska,41.74,-102.25
1730,Hooker County, Nebraska,41.94,-101.07
1731,Morrill County, Nebraska,41.66,-102.99
1732,Nemaha County, Nebraska,39.75,-95.98
1733,Seward County, Nebraska,37.22,-100.89
1734,Thomas County, Nebraska,30.84,-83.85
1735,Dakota County, Nebraska,44.73,-93.18
1736,Webster County, Nebraska,42.4,-94.15
1737,Antelope County, Nebraska,42.19,-98.05
1738,Chase County, Nebraska,38.3,-96.58
1739,Butler County, Nebraska,39.44,-84.52
1740,Clay County, Nebraska,29.99,-81.78
1741,Arthur County, Nebraska,41.57,-101.62
1742,Custer County, Nebraska,38.06,-105.31
1743,Franklin County, Nebraska,40.02,-82.99
1744,Gage County, Nebraska,40.2,-96.66
1745,Hamilton County, Nebraska,39.24,-84.56
1746,Loup County, Nebraska,41.93,-99.46
1747,Jefferson County, Nebraska,39.58,-105.27
1748,Kearney County, Nebraska,40.53,-98.92
1749,Keith County, Nebraska,41.18,-101.52
1750,Madison County, Nebraska,38.9,-89.93
1751,Perkins County, Nebraska,40.79,-101.43
1752,Phelps County, Nebraska,37.88,-91.75
1753,Saunders County, Nebraska,41.17,-96.66
1754,Scotts Bluff County, Nebraska,41.81,-103.64
1755,Wayne County, Nebraska,42.28,-83.34
1756,Keya Paha County, Nebraska,42.85,-99.63
1757,Kimball County, Nebraska,41.19,-103.64
1758,Knox County, Nebraska,35.99,-83.94
1759,Lincoln County, Nebraska,35.46,-81.21
1760,Merrick County, Nebraska,41.2,-98.0
1761,Pierce County, Nebraska,47.07,-122.13
1762,Sioux County, Nebraska,43.09,-96.15
1763,Burt County, Nebraska,41.83,-96.32
1764,Cass County, Nebraska,47.21,-94.23
1765,Cuming County, Nebraska,41.95,-96.84
1766,Dixon County, Nebraska,42.43,-96.84
1767,Dundy County, Nebraska,40.13,-101.62
1768,Grant County, Nebraska,47.2,-119.37
1769,Greeley County, Nebraska,38.47,-101.8
1770,Hall County, Nebraska,34.31,-83.8
1771,Hayes County, Nebraska,40.51,-101.07
1772,Otoe County, Nebraska,40.68,-96.11
1773,Red Willow County, Nebraska,40.24,-100.53
1774,Cedar County, Nebraska,41.83,-91.14
1775,Dawes County, Nebraska,42.66,-103.08
1776,Johnson County, Nebraska,38.85,-94.85
1777,Cheyenne County, Nebraska,41.25,-103.08
1778,Dawson County, Nebraska,34.41,-84.14
1779,Garfield County, Nebraska,39.66,-107.76
1780,McPherson County, Nebraska,38.32,-97.7
1781,Nance County, Nebraska,41.4,-98.05
1782,Pawnee County, Nebraska,38.2,-99.28
1783,Stanton County, Nebraska,37.64,-101.8
1784,Valley County, Nebraska,44.92,-115.79
1785,Wheeler County, Nebraska,44.67,-120.08
1786,Harlan County, Nebraska,36.89,-83.21
1787,York County, Nebraska,34.99,-81.25
1788,Blaine County, Nebraska,43.47,-113.97
1789,Buffalo County, Nebraska,44.31,-91.75
1790,Colfax County, Nebraska,36.58,-104.47
1791,Deuel County, Nebraska,41.14,-102.3
1792,Hitchcock County, Nebraska,40.18,-101.07
1793,Logan County, Nebraska,40.39,-83.85
1794,Platte County, Nebraska,39.35,-94.77
1795,Polk County, Nebraska,27.86,-81.69
1796,Thayer County, Nebraska,40.15,-97.52
1797,Box Butte County, Nebraska,42.19,-103.08
1798,Brown County, Nebraska,44.46,-87.93
1799,Adams County, Nebraska,39.84,-104.19
1800,Sheridan County, Nebraska,44.79,-106.93
1801,Lancaster County, Nebraska,40.05,-76.18
1802,Boone County, Nebraska,38.99,-84.73
1803,Nuckolls County, Nebraska,40.11,-98.05
1804,Rock County, Nebraska,42.63,-89.02
1805,Banner County, Nebraska,41.5,-103.64
1806,Frontier County, Nebraska,40.57,-100.35
1807,Sherman County, Nebraska,45.41,-120.75
1808,Douglas County, Nebraska,39.26,-104.94
1809,Richardson County, Nebraska,40.09,-95.65
