County,State,lat,lng,Unnamed: 0,Temp
Pulaski County, Missouri,34.7538615,-92.2236667,1634,75.99
Putnam County, Missouri,41.4351069,-73.7948516,1635,46.99
Taney County, Missouri,36.6576378,-93.0175712,1636,71.6
Buchanan County, Missouri,39.6349791,-94.8105955,1637,44.6
Caldwell County, Missouri,35.9227448,-81.5596427,1638,48
Callaway County, Missouri,38.8886044,-91.9099238,1639,62.01
Cass County, Missouri,47.2144536,-94.2309171,1640,37.4
Clinton County, Missouri,42.9663458,-84.5222189,1641,37.99
Cooper County, Missouri,38.8693247,-92.8577105,1642,64
Dallas County, Missouri,32.8024682,-96.8350999,1643,79
Gentry County, Missouri,40.1406981,-94.479976,1644,41
Hickory County, Missouri,37.9747242,-93.2986106,1645,64.4
Lincoln County, Missouri,35.4637028,-81.2078164,1646,48.2
Mississippi County, Missouri,35.8279728,-90.0746767,1647,68
Monroe County, Missouri,43.2841246,-77.7452081,1648,37.99
Newton County, Missouri,33.5544296,-83.8473015,1649,75.2
Ozark County, Missouri,36.6720061,-92.3813621,1650,73.4
Pike County, Missouri,33.0881873,-84.3962535,1651,48.2
St. Charles County, Missouri,38.7338885,-90.8294002,1652,69.01
Mercer County, Missouri,40.3028533,-74.7337069,1653,51.01
Madison County, Missouri,38.9041402,-89.9253233,1654,66.99
Wright County, Missouri,45.1538202,-94.0190943,1655,36
Clay County, Missouri,29.9943564,-81.7787021,1656,82.4
Vernon County, Missouri,43.5576968,-90.8294002,1657,36
Dent County, Missouri,37.544666,-91.443469,1658,66.99
Saline County, Missouri,34.5708215,-92.539603,1659,75.99
Nodaway County, Missouri,40.2907281,-94.8105955,1660,39
Worth County, Missouri,43.3580686,-93.3388917,1661,34
Chariton County, Missouri,39.5301517,-93.0175712,1662,60.01
Grundy County, Missouri,41.3500531,-88.4016041,1663,39.99
Morgan County, Missouri,41.0576176,-111.6183755,1664,44.01
Wayne County, Missouri,42.2790746,-83.336188,1665,37
Bollinger County, Missouri,37.2115595,-90.0746767,1666,68
Cape Girardeau County, Missouri,37.3821319,-89.6251646,1667,68
Shelby County, Missouri,35.1268552,-89.9253233,1668,63
Webster County, Missouri,42.3974963,-94.1513764,1669,35.01
Atchison County, Missouri,39.5701137,-95.3520876,1670,43
Bates County, Missouri,38.3216754,-94.315422,1671,55.4
Benton County, Missouri,46.3166362,-119.5021582,1672,37.99
Custer County, Montana,38.0615578,-105.3131185,1673,59
Hill County, Montana,32.0621768,-97.179026,1674,81
Chouteau County, Montana,48.0033098,-110.4737958,1675,28
Treasure County, Montana,46.2106667,-107.2586096,1676,28.99
Phillips County, Montana,34.4611206,-90.8675134,1677,69.01
Powder River County, Montana,45.2968361,-105.5346556,1678,29.29
Lincoln County, Montana,35.4637028,-81.2078164,1679,48.2
Park County, Montana,39.0897928,-105.5943388,1680,52
Roosevelt County, Montana,33.9538388,-103.3587288,1681,64
Blaine County, Montana,43.4743428,-113.9664446,1682,28.4
Liberty County, Montana,30.1633593,-94.8105955,1683,82
Sweet Grass County, Montana,45.7672796,-109.8979908,1684,30.99
Richland County, Montana,34.0412165,-80.9428911,1685,68
Teton County, Montana,43.853632,-110.6314491,1686,27
Prairie County, Montana,34.7636336,-91.5983959,1687,73.99
Toole County, Montana,48.6974247,-111.6408212,1688,28
Glacier County, Montana,48.5217475,-112.919665,1689,26.6
Fallon County, Montana,46.3762402,-104.4280327,1690,23
Daniels County, Montana,48.7744137,-105.7248763,1691,21
Stillwater County, Montana,45.7001096,-109.3922403,1692,34
Golden Valley County, Montana,46.3709324,-109.1743851,1693,23
Judith Basin County, Montana,47.0609367,-110.2577109,1694,30
Silver Bow County, Montana,45.8804293,-112.5843056,1695,30.99
Deer Lodge County, Montana,46.1095314,-113.0212247,1696,28.4
Jefferson County, Montana,39.5800298,-105.2662931,1697,52
Granite County, Montana,46.3374643,-113.4647823,1698,33.01
McCone County, Montana,47.4500913,-105.8810734,1699,23
Wheatland County, Montana,51.0004921,-113.0246454,1700,28
Madison County, Montana,38.9041402,-89.9253233,1701,66.99
Rosebud County, Montana,46.3904836,-106.5944313,1702,28.99
Sheridan County, Montana,44.787904,-106.925973,1703,34
Carter County, Montana,36.2638604,-82.12784,1704,66.2
Dawson County, Montana,34.412912,-84.1435136,1705,64.4
Big Horn County, Montana,44.6036387,-108.0941121,1706,35.01
Broadwater County, Montana,46.2693726,-111.4519716,1707,28.99
Lake County, Montana,28.702847,-81.7787021,1708,39.2
Lewis and Clark County, Montana,47.2963974,-112.4029787,1709,28.99
Pondera County, Montana,48.2321517,-112.2886317,1710,26.6
Yellowstone County, Montana,45.7856577,-108.4343805,1711,34
Missoula County, Montana,47.0240503,-113.6869923,1712,37
Ravalli County, Montana,46.0174639,-114.1817423,1713,28
Valley County, Montana,44.9204669,-115.7926381,1714,26.6
Cascade County, Montana,47.4688355,-111.5453227,1715,28.99
Fergus County, Montana,47.2126745,-109.4141,1716,30
Garfield County, Montana,39.6584775,-107.763621,1717,41
Mineral County, Montana,37.6583677,-107.0067031,1718,39.2
Petroleum County, Montana,47.1565346,-108.3203282,1719,25
Powell County, Montana,37.8380647,-83.8260884,1720,59
Sanders County, Montana,47.6109463,-115.1316944,1721,34
Wibaux County, Montana,46.7836649,-104.3183897,1722,24.8
Gallatin County, Montana,45.5388865,-111.1194231,1723,28
Meagher County, Montana,46.620195,-110.8848271,1724,24.47
Carbon County, Montana,40.901975,-75.667356,1725,48.2
Beaverhead County, Montana,45.2135118,-113.1093046,1726,30.2
Flathead County, Montana,48.424152,-114.15315,1727,32
Musselshell County, Montana,46.4218783,-108.4064758,1728,34
Garden County, Nebraska,41.7369721,-102.2547919,1729,30.2
Hooker County, Nebraska,41.9368476,-101.0711758,1730,32
Morrill County, Nebraska,41.6552418,-102.989615,1731,35.6
Nemaha County, Nebraska,39.7451077,-95.9832577,1732,41
Seward County, Nebraska,37.221014,-100.8903099,1733,60.8
Thomas County, Nebraska,30.8417409,-83.8473015,1734,78.8
Dakota County, Nebraska,44.731554,-93.1779659,1735,36
Webster County, Nebraska,42.3974963,-94.1513764,1736,35.01
Antelope County, Nebraska,42.1902446,-98.0465185,1737,32
Chase County, Nebraska,38.3007661,-96.5783387,1738,53.6
Butler County, Nebraska,39.440463,-84.5222189,1739,46.99
Clay County, Nebraska,29.9943564,-81.7787021,1740,82.4
Arthur County, Nebraska,41.5680276,-101.6157773,1741,35.6
Custer County, Nebraska,38.0615578,-105.3131185,1742,59
Franklin County, Nebraska,40.0154745,-82.9931607,1743,51.01
Gage County, Nebraska,40.1989041,-96.663812,1744,37.4
Hamilton County, Nebraska,39.2355447,-84.564147,1745,46.99
Loup County, Nebraska,41.9251335,-99.456155,1746,30.2
Jefferson County, Nebraska,39.5800298,-105.2662931,1747,52
Kearney County, Nebraska,40.5328331,-98.9245343,1748,32
Keith County, Nebraska,41.1815863,-101.5248055,1749,35.6
Madison County, Nebraska,38.9041402,-89.9253233,1750,66.99
Perkins County, Nebraska,40.7922353,-101.4339148,1751,41
Phelps County, Nebraska,37.8806538,-91.7538817,1752,66.99
Saunders County, Nebraska,41.168563,-96.663812,1753,37.4
Scotts Bluff County, Nebraska,41.8140936,-103.6362715,1754,34
Wayne County, Nebraska,42.2790746,-83.336188,1755,37
Keya Paha County, Nebraska,42.8461857,-99.634135,1756,26.6
Kimball County, Nebraska,41.1856601,-103.6362715,1757,35.6
Knox County, Nebraska,35.9874629,-83.9419784,1758,64.99
Lincoln County, Nebraska,35.4637028,-81.2078164,1759,48.2
Merrick County, Nebraska,41.2031926,-98.0028892,1760,32
Pierce County, Nebraska,47.0675877,-122.1295269,1761,48
Sioux County, Nebraska,43.0869936,-96.1526985,1762,34
Burt County, Nebraska,41.8252059,-96.3226072,1763,36
Cass County, Nebraska,47.2144536,-94.2309171,1764,37.4
Cuming County, Nebraska,41.9540153,-96.8350999,1765,37.4
Dixon County, Nebraska,42.4257719,-96.8350999,1766,34
Dundy County, Nebraska,40.1306121,-101.6157773,1767,44.6
Grant County, Nebraska,47.1981147,-119.3732456,1768,37.4
Greeley County, Nebraska,38.4738028,-101.7979613,1769,53.6
Hall County, Nebraska,34.30778,-83.804868,1770,64.4
Hayes County, Nebraska,40.5070797,-101.0711758,1771,41
Otoe County, Nebraska,40.675971,-96.1102943,1772,37
Red Willow County, Nebraska,40.2353963,-100.5296115,1773,41
Cedar County, Nebraska,41.8346154,-91.135302,1774,37.99
Dawes County, Nebraska,42.6551733,-103.0817903,1775,32
Johnson County, Nebraska,38.845412,-94.8520636,1776,44.6
Cheyenne County, Nebraska,41.2509264,-103.0817903,1777,35.6
Dawson County, Nebraska,34.412912,-84.1435136,1778,64.4
Garfield County, Nebraska,39.6584775,-107.763621,1779,41
McPherson County, Nebraska,38.3164433,-97.6982272,1780,52
Nance County, Nebraska,41.3995947,-98.0465185,1781,33.8
Pawnee County, Nebraska,36.2918339,-96.7065914,1782,46.4
Stanton County, Nebraska,37.6390381,-101.7979613,1783,59
Valley County, Nebraska,44.9204669,-115.7926381,1784,26.6
Wheeler County, Nebraska,35.3830893,-100.3497895,1785,30.99
Harlan County, Nebraska,36.8890304,-83.2077645,1786,64
York County, Nebraska,34.9871367,-81.2518833,1787,48.99
Blaine County, Nebraska,43.4743428,-113.9664446,1788,28.4
Buffalo County, Nebraska,44.3102354,-91.7538817,1789,37.4
Colfax County, Nebraska,36.5799757,-104.4723301,1790,59
Deuel County, Nebraska,41.1401755,-102.3005803,1791,35.6
Hitchcock County, Nebraska,40.1844599,-101.0711758,1792,41
Logan County, Nebraska,40.3899679,-83.8473015,1793,46
Platte County, Nebraska,39.3475649,-94.7691586,1794,44.6
Polk County, Nebraska,27.8617347,-81.6911559,1795,84.2
Thayer County, Nebraska,40.1460895,-97.5247243,1796,37.4
Box Butte County, Nebraska,42.1911471,-103.0817903,1797,34
Brown County, Nebraska,44.4561674,-87.9334803,1798,37
Adams County, Nebraska,39.8398269,-104.1930918,1799,52
Sheridan County, Nebraska,44.787904,-106.925973,1800,34
Lancaster County, Nebraska,40.0466571,-76.1783739,1801,46.99
Boone County, Nebraska,38.9940572,-84.7315563,1802,46.99
Nuckolls County, Nebraska,40.110932,-98.0465185,1803,35.6
Rock County, Nebraska,42.6251506,-89.0179332,1804,36
Banner County, Nebraska,41.500766,-103.6362715,1805,34
Frontier County, Nebraska,40.5744778,-100.3497895,1806,39
Sherman County, Nebraska,45.4122013,-120.753042,1807,39.99
Douglas County, Nebraska,39.2587106,-104.9388853,1808,52
Richardson County, Nebraska,40.0898025,-95.6457951,1809,37.99
Howard County, Nebraska,39.2873463,-76.964306,1810,41
Holt County, Nebraska,42.3803308,-98.6600586,1811,30
Furnas County, Nebraska,40.121397,-99.9912254,1812,39.2
Gosper County, Nebraska,40.4604851,-99.8124935,1813,33.8
Saline County, Nebraska,34.5708215,-92.539603,1814,75.99
Sarpy County, Nebraska,41.0744042,-96.195132,1815,37
Thurston County, Nebraska,46.8645747,-122.7695986,1816,48
Washington County, Nebraska,45.5469616,-123.1386021,1817,50
Boyd County, Nebraska,38.3833265,-82.6915429,1818,57.99
Cherry County, Nebraska,42.474114,-101.1617356,1819,28.4
Dodge County, Nebraska,43.3994215,-88.7108964,1820,35.01
Fillmore County, Nebraska,43.6956298,-92.0665197,1821,36
Cheshire County, New Hampshire,42.9259375,-72.236379,1822,44.6
Merrimack County, New Hampshire,43.2844846,-71.6673352,1823,44.01
Grafton County, New Hampshire,43.9087929,-71.825994,1824,39.2
Rockingham County, New Hampshire,38.5825919,-78.8835548,1825,39
Belknap County, New Hampshire,43.5024246,-71.4073938,1826,42.01
Sullivan County, New Hampshire,41.6897493,-74.7805192,1827,46.99
Hillsborough County, New Hampshire,27.9903597,-82.3017728,1828,84.2
Strafford County, New Hampshire,43.238329,-71.0236044,1829,44.01
Coos County, New Hampshire,43.242897,-124.105737,1830,54
Carroll County, New Hampshire,39.5423418,-77.0564464,1831,41
Churchill County, Nevada,39.6626678,-118.4863963,1832,46.4
Douglas County, Nevada,39.2587106,-104.9388853,1833,52
Lander County, Nevada,40.0510104,-116.9852422,1834,42.8
Pershing County, Nevada,40.5685952,-118.4863963,1835,45
Esmeralda County, Nevada,37.7866167,-117.3616476,1836,48.99
Eureka County, Nevada,39.5126741,-115.9637979,1837,42.8
Humboldt County, Nevada,40.7450055,-123.8695086,1838,51.8
Mineral County, Nevada,37.6583677,-107.0067031,1839,39.2
White Pine County, Nevada,39.5564495,-114.524264,1840,37.4
Elko County, Nevada,41.2220182,-115.2837585,1841,37.4
Lincoln County, Nevada,35.4637028,-81.2078164,1842,48.2
Nye County, Nevada,38.5807111,-116.0413889,1843,41.21
Storey County, Nevada,39.4089847,-119.5571677,1844,46
Washoe County, Nevada,40.5608387,-119.6035495,1845,43
Clark County, Nevada,36.0795613,-115.094045,1846,60.01
Carson City, Nevada,39.1637984,-119.7674034,1847,45
Lyon County, Nevada,38.9524739,-119.1390642,1848,46.4
Monmouth County, New Jersey,40.2589455,-74.123996,1849,48.99
Mercer County, New Jersey,40.3028533,-74.7337069,1850,51.01
Sussex County, New Jersey,41.1288481,-74.6868815,1851,44.01
Cumberland County, New Jersey,40.1299841,-77.2405153,1852,55.99
Somerset County, New Jersey,40.5292099,-74.6400432,1853,48.99
Essex County, New Jersey,40.7947466,-74.2648829,1854,48.2
Ocean County, New Jersey,39.9652553,-74.3118212,1855,50
Atlantic County, New Jersey,39.5333379,-74.6868815,1856,50
Gloucester County, New Jersey,39.7103023,-75.1078332,1857,50
Middlesex County, New Jersey,40.4111363,-74.3587473,1858,48.99
Salem County, New Jersey,39.5848777,-75.3878525,1859,50
Passaic County, New Jersey,41.1231647,-74.3587473,1860,48.2
Cape May County, New Jersey,39.105884,-74.8273184,1861,46.4
Camden County, New Jersey,39.8592439,-75.0143824,1862,50
Bergen County, New Jersey,40.9262762,-74.07701,1863,48.2
Union County, New Jersey,34.9338651,-80.543845,1864,51.01
Warren County, New Jersey,39.4241422,-84.1857115,1865,46.99
Hudson County, New Jersey,40.7453199,-74.0535126,1866,48.2
Hunterdon County, New Jersey,40.5669515,-74.9208772,1867,48.99
Burlington County, New Jersey,39.8558488,-74.6868815,1868,50
Morris County, New Jersey,40.8336038,-74.5463282,1869,48.2
San Juan County, New Mexico,48.6118035,-122.9602621,1870,46.99
Quay County, New Mexico,34.9569924,-103.7289167,1871,64.4
Lincoln County, New Mexico,35.4637028,-81.2078164,1872,48.2
Chaves County, New Mexico,33.4757392,-104.4723301,1873,68
Lea County, New Mexico,32.8968816,-103.3587288,1874,66.2
Santa Fe County, New Mexico,35.3653705,-105.9699878,1875,57
Union County, New Mexico,34.9338651,-80.543845,1876,51.01
Sierra County, New Mexico,39.5532845,-120.2512728,1877,44.6
Socorro County, New Mexico,33.8837087,-106.7234639,1878,59
Roosevelt County, New Mexico,33.9538388,-103.3587288,1879,64
Los Alamos County, New Mexico,35.8496249,-106.3228338,1880,53.01
Rio Arriba County, New Mexico,36.6162892,-106.7234639,1881,37
San Miguel County, New Mexico,37.9781237,-108.1428669,1882,42.8
Otero County, New Mexico,32.6341716,-105.5943388,1883,64
Valencia County, New Mexico,34.6743674,-106.6291304,1884,59
Torrance County, New Mexico,34.6784317,-105.9699878,1885,57
Bernalillo County, New Mexico,35.0177854,-106.6291304,1886,59
Cibola County, New Mexico,35.0947557,-107.8583868,1887,50
De Baca County, New Mexico,34.2734196,-104.3791912,1888,64
Guadalupe County, New Mexico,29.6477307,-97.87216,1889,88
Catron County, New Mexico,34.1515173,-108.4276047,1890,48.99
Hidalgo County, New Mexico,26.4656319,-98.2212979,1891,93.2
Luna County, New Mexico,32.3259122,-107.8583868,1892,60.8
McKinley County, New Mexico,35.7152472,-108.2377519,1893,50
Sandoval County, New Mexico,35.6020667,-106.7234639,1894,57
Taos County, New Mexico,36.4358718,-105.5943388,1895,46
Grant County, New Mexico,47.1981147,-119.3732456,1896,37.4
Curry County, New Mexico,42.5440503,-124.2781762,1897,54
Colfax County, New Mexico,36.5799757,-104.4723301,1898,59
Eddy County, New Mexico,32.4170622,-104.4723301,1899,71.01
Harding County, New Mexico,35.8925537,-103.8216261,1900,63
Mora County, New Mexico,35.9742154,-105.3300508,1901,50
Schoharie County, New York,42.6550335,-74.4994517,1902,41
Bronx County, New York,40.8447819,-73.8648268,1903,46.99
Onondaga County, New York,43.026819,-76.1783739,1904,39.99
Fulton County, New York,33.8033965,-84.3962535,1905,77
Clinton County, New York,42.9663458,-84.5222189,1906,37.99
Seneca County, New York,42.7651891,-76.8720961,1907,39.99
Rensselaer County, New York,42.673664,-73.5594128,1908,43
Putnam County, New York,41.4351069,-73.7948516,1909,46.99
Franklin County, New York,40.0154745,-82.9931607,1910,51.01
Herkimer County, New York,43.1630587,-74.8741045,1911,39
Ontario County, New York,42.8509838,-77.2864879,1912,39.99
Queens County, New York,40.7282239,-73.7948516,1913,46.99
Steuben County, New York,42.321027,-77.3783789,1914,45
Hamilton County, New York,39.2355447,-84.564147,1915,46.99
Washington County, New York,45.5469616,-123.1386021,1916,50
Chautauqua County, New York,42.2312829,-79.560344,1917,46
Kings County, New York,36.0988489,-119.8815203,1918,60.01
New York County, New York,40.7830603,-73.9712488,,
Tioga County, New York,42.1256317,-76.3637285,1919,44.01
Cayuga County, New York,42.7655231,-76.5488232,1920,42.01
Orleans County, New York,43.4088624,-78.2020387,1921,37.99
Saratoga County, New York,43.0324245,-73.9359821,1922,41
Rockland County, New York,41.1489458,-73.9830029,1923,46.99
Columbia County, New York,33.5098514,-82.2583297,1924,78.8
Lewis County, New York,46.6195461,-122.4554639,1925,46.99
Niagara County, New York,43.3119496,-78.7476208,1926,39.99
Westchester County, New York,41.1220194,-73.7948516,1927,46.99
Delaware County, New York,39.907793,-75.3878525,1928,50
Essex County, New York,40.7947466,-74.2648829,1929,48.2
Montgomery County, New York,39.1547426,-77.2405153,1930,42.01
Nassau County, New York,40.6546145,-73.5594128,1931,46.99
Richmond County, New York,33.3205339,-82.0842901,1932,78.8
St. Lawrence County, New York,44.4473142,-74.930206,1933,37.99
Schuyler County, New York,42.3796425,-76.8720961,1934,45
Tompkins County, New York,42.4575747,-76.5488232,1935,44.01
Warren County, New York,39.4241422,-84.1857115,1936,46.99
Chenango County, New York,42.4972314,-75.6208088,1937,44.01
Cortland County, New York,42.5440918,-75.9927652,1938,44.01
Dutchess County, New York,41.7784372,-73.7477857,1939,46
Jefferson County, New York,39.5800298,-105.2662931,1940,52
Monroe County, New York,43.2841246,-77.7452081,1941,37.99
Oneida County, New York,43.2371798,-75.4344727,1942,39.99
Suffolk County, New York,40.9848784,-72.6151169,1943,46.4
Ulster County, New York,41.8586493,-74.3118212,1944,45
Wyoming County, New York,42.642052,-78.2020387,1945,42.01
Chemung County, New York,42.1362071,-76.7798172,1946,44.01
Livingston County, New York,42.6207951,-83.8473015,1947,37.4
Oswego County, New York,43.482533,-76.1783739,1948,39.99
Otsego County, New York,42.5779779,-75.0611147,1949,44.01
Greene County, New York,39.697399,-83.8897057,1950,46.4
Wayne County, New York,42.2790746,-83.336188,1951,37
Albany County, New York,42.5756797,-73.9359821,1952,43
Allegany County, New York,42.3129816,-78.0195387,1953,44.01
Broome County, New York,42.1791865,-75.8533954,1954,44.01
Cattaraugus County, New York,42.2318132,-78.7476208,1955,45
Erie County, New York,42.9023958,-78.8661589,1956,41
Madison County, New York,38.9041402,-89.9253233,1957,66.99
Schenectady County, New York,42.8493445,-73.9830029,1958,41
Sullivan County, New York,41.6897493,-74.7805192,1959,46.99
Genesee County, New York,43.0777289,-83.6773928,1960,37
Yates County, New York,42.6430846,-77.1485163,1961,39.99
Orange County, New York,33.7174708,-117.8311428,1962,63
Scotland County, North Carolina,34.8451203,-79.4703885,1963,57
Watauga County, North Carolina,36.1941825,-81.734942,1964,61
Halifax County, North Carolina,36.2646764,-77.6077865,1965,52
Alamance County, North Carolina,36.0117388,-79.4253776,1966,48.99
Tyrrell County, North Carolina,35.8925537,-76.1783739,1967,48.2
Greene County, North Carolina,39.697399,-83.8897057,1968,46.4
Haywood County, North Carolina,35.624394,-82.9931607,1969,64.99
Mitchell County, North Carolina,36.0277763,-82.1496049,1970,63
Chowan County, North Carolina,36.1354131,-76.6181655,1971,46.99
Alleghany County, North Carolina,37.8531975,-80.0534923,1972,37.4
Caldwell County, North Carolina,35.9227448,-81.5596427,1973,48
Catawba County, North Carolina,35.6840748,-81.2518833,1974,46.4
Cleveland County, North Carolina,35.361354,-81.6035062,1975,46.4
Craven County, North Carolina,35.0877672,-77.0564464,1976,55.99
Edgecombe County, North Carolina,35.8840053,-77.6536125,1977,54
Granville County, North Carolina,36.2799451,-78.6114999,1978,48.99
Harnett County, North Carolina,35.3578648,-78.8835548,1979,51.01
Hoke County, North Carolina,35.0432488,-79.2451149,1980,55
Henderson County, North Carolina,35.3725873,-82.4319405,1981,51.01
Hyde County, North Carolina,35.3777712,-76.1783739,1982,52
Iredell County, North Carolina,35.8310501,-80.8986502,1983,46.99
Mecklenburg County, North Carolina,35.2632655,-80.8543847,1984,48.99
Northampton County, North Carolina,40.7749283,-75.294569,1985,48.99
Pitt County, North Carolina,35.5589221,-77.4242972,1986,55
Rowan County, North Carolina,35.6303455,-80.543845,1987,48.2
Vance County, North Carolina,36.3479057,-78.4297187,1988,52
Cherokee County, North Carolina,34.2514526,-84.4802606,1989,75.2
Currituck County, North Carolina,36.4189826,-75.946324,1990,46.99
Union County, North Carolina,34.9338651,-80.543845,1991,51.01
Wilkes County, North Carolina,36.202858,-81.2518833,1992,43
Forsyth County, North Carolina,34.2358502,-84.1435136,1993,68
Nash County, North Carolina,35.9597948,-77.973865,1994,54
Alexander County, North Carolina,35.8974199,-81.2078164,1995,45
Bladen County, North Carolina,34.5882404,-78.5660852,1996,64
Dare County, North Carolina,35.6549619,-75.6208088,1997,50
Carteret County, North Carolina,34.9019263,-76.5488232,1998,55
Warren County, North Carolina,39.4241422,-84.1857115,1999,46.99
Wilson County, North Carolina,35.6925497,-77.8824596,2000,54
Bertie County, North Carolina,36.0245185,-76.964306,2001,54
Gates County, North Carolina,36.4202077,-76.6874701,2002,46.99
Graham County, North Carolina,33.076805,-109.7591675,2003,60.8
Martin County, North Carolina,27.0804935,-80.4103957,2004,80.6
Madison County, North Carolina,38.9041402,-89.9253233,2005,66.99
Pamlico County, North Carolina,35.1337865,-76.6874701,2006,55
Perquimans County, North Carolina,36.1329763,-76.4100267,2007,48.2
Polk County, North Carolina,27.8617347,-81.6911559,2008,84.2
Randolph County, North Carolina,35.7449531,-79.8296743,2009,48
Rockingham County, North Carolina,38.5825919,-78.8835548,2010,39
Stokes County, North Carolina,36.4244396,-80.2321313,2011,43
Washington County, North Carolina,45.5469616,-123.1386021,2012,50
Camden County, North Carolina,39.8592439,-75.0143824,2013,50
Clay County, North Carolina,29.9943564,-81.7787021,2014,82.4
Cumberland County, North Carolina,40.1299841,-77.2405153,2015,55.99
Gaston County, North Carolina,35.2895651,-81.2078164,2016,48.99
Guilford County, North Carolina,36.0899873,-79.8296743,2017,46.4
Jackson County, North Carolina,38.9914998,-94.315422,2018,51.01
Moore County, North Carolina,35.3674493,-79.4703885,2019,51.8
Pasquotank County, North Carolina,36.2927068,-76.317414,2020,46.99
Robeson County, North Carolina,34.6383858,-79.1096901,2021,64
Stanly County, North Carolina,35.3014554,-80.2321313,2022,50
Swain County, North Carolina,35.4328955,-83.4643551,2023,64.99
Wake County, North Carolina,35.8031909,-78.5660852,2024,51.01
Yancey County, North Carolina,35.888897,-82.345189,2025,63
Anson County, North Carolina,34.9054732,-80.1875065,2026,53.6
Chatham County, North Carolina,31.9994194,-81.1196075,2027,75.2
McDowell County, North Carolina,35.6984405,-82.0842901,2028,48
Franklin County, North Carolina,40.0154745,-82.9931607,2029,51.01
Johnston County, North Carolina,35.4403514,-78.3842227,2030,52
Jones County, North Carolina,31.5343241,-89.1705998,2031,77
Macon County, North Carolina,35.1197519,-83.336188,2032,61
Person County, North Carolina,36.3528221,-78.9288242,2033,48.99
Brunswick County, North Carolina,34.0275398,-78.2020387,2034,64
Transylvania County, North Carolina,35.2190534,-82.7778579,2035,57.2
Ashe County, North Carolina,36.4339674,-81.4718387,2036,57
Beaufort County, North Carolina,32.2860396,-80.7214417,2037,75.2
Columbus County, North Carolina,34.2548658,-78.7476208,2038,64.99
Lenoir County, North Carolina,35.2326725,-77.6077865,2039,55.99
Lincoln County, North Carolina,35.4637028,-81.2078164,2040,48.2
Montgomery County, North Carolina,39.1547426,-77.2405153,2041,42.01
Onslow County, North Carolina,34.6540094,-77.4701972,2042,57
Orange County, North Carolina,33.7174708,-117.8311428,2043,63
Richmond County, North Carolina,33.3205339,-82.0842901,2044,78.8
Rutherford County, North Carolina,35.7724263,-86.3376761,2045,64.4
Sampson County, North Carolina,34.9197548,-78.3842227,2046,53.6
Surry County, North Carolina,36.3743453,-80.6770787,2047,42.01
Yadkin County, North Carolina,36.2023597,-80.6770787,2048,42.8
Avery County, North Carolina,36.1198414,-81.909826,2049,62.01
Buncombe County, North Carolina,35.5931377,-82.4752757,2050,51.01
Burke County, North Carolina,35.7616931,-81.734942,2051,45
Cabarrus County, North Carolina,35.4168123,-80.5882803,2052,48.99
Caswell County, North Carolina,36.3860217,-79.2902133,2053,48.99
Davie County, North Carolina,35.9367033,-80.5882803,2054,46
Davidson County, North Carolina,35.7748479,-80.1875065,2055,46.99
Duplin County, North Carolina,34.8840095,-78.0195387,2056,57.2
Durham County, North Carolina,36.0221805,-78.9031279,2057,48.99
Hertford County, North Carolina,36.3761772,-77.0564464,2058,50
Lee County, North Carolina,26.6630286,-81.9534815,2059,84.99
New Hanover County, North Carolina,34.2154913,-77.8824596,2060,62.01
Pender County, North Carolina,34.5170729,-77.8367282,2061,60.8
Wayne County, North Carolina,42.2790746,-83.336188,2062,37
Burke County, North Dakota,35.7616931,-81.734942,2063,45
Mountrail County, North Dakota,48.2169859,-102.326433,2064,19.4
Traill County, North Dakota,47.4636775,-97.1256368,2065,30
Williams County, North Dakota,48.432044,-103.2923954,2066,21.2
Billings County, North Dakota,47.0560305,-103.3906121,2067,24.01
Dickey County, North Dakota,46.1265285,-98.4554399,2068,26.6
Kidder County, North Dakota,46.8766313,-99.7506856,2069,23
Cavalier County, North Dakota,48.8103752,-98.4781106,2070,28.4
Ward County, North Dakota,48.2147451,-101.5805256,2071,23
Grant County, North Dakota,47.1981147,-119.3732456,2072,37.4
McHenry County, North Dakota,42.3039993,-88.4016041,2073,39.2
Pembina County, North Dakota,48.7199939,-97.4487964,2074,28.4
Steele County, North Dakota,43.9758523,-93.1779659,2075,35.01
Benson County, North Dakota,48.088634,-99.4648442,2076,23
Hettinger County, North Dakota,46.3771987,-102.4557007,2077,21.2
LaMoure County, North Dakota,46.4284976,-98.5457951,2078,24.8
Morton County, North Dakota,46.6683872,-101.1621736,2079,23
Cass County, North Dakota,47.2144536,-94.2309171,2080,37.4
Dunn County, North Dakota,44.909416,-91.9099238,2081,37.4
Emmons County, North Dakota,46.2061318,-100.2953039,2082,23
McIntosh County, North Dakota,31.4748147,-81.3839326,2083,75.99
Nelson County, North Dakota,37.7478599,-78.8835548,2084,39.2
Richland County, North Dakota,34.0412165,-80.9428911,2085,68
Rolette County, North Dakota,48.6981517,-99.8791166,2086,23
Walsh County, North Dakota,48.3777874,-97.7528872,2087,28.4
Adams County, North Dakota,39.8398269,-104.1930918,2088,52
Bottineau County, North Dakota,48.7820733,-100.7486336,2089,23
Barnes County, North Dakota,46.926176,-98.1222338,2090,24.8
Eddy County, North Dakota,32.4170622,-104.4723301,2091,71.01
Grand Forks County, North Dakota,48.0037819,-97.3594525,2092,28.4
McKenzie County, North Dakota,47.7714179,-103.4122495,2093,23
