,County,State,Homeless Pop,Population,Homeless Rate
1262,Baraga County, Michigan,0,8580,0
1263,Delta County, Michigan,74,36395,0.003322707
1264,Barry County, Michigan,0,59607,0
1265,Bay County, Michigan,754,105350,0.014064803
1266,Benzie County, Michigan,0,17462,0
1267,Berrien County, Michigan,156,154948,0.010662292
1268,Branch County, Michigan,107,43543,0.004431559
1269,Calhoun County, Michigan,562,134327,0.02189582
1270,Cass County, Michigan,26,51397,0.002238292
1271,Charlevoix County, Michigan,0,26160,0
1272,Cheboygan County, Michigan,0,25475,0
1273,Chippewa County, Michigan,76,38023,0.004399421
1274,Clare County, Michigan,54,30597,3.41E-05
1275,Clinton County, Michigan,0,77321,0
1276,Crawford County, Michigan,0,13821,0
1277,Eaton County, Michigan,79,108586,0.000168376
1278,Dickinson County, Michigan,10,25694,1.96E-05
1279,Emmet County, Michigan,86,32978,0.000110845
1280,Huron County, Michigan,0,31750,0
1281,Genesee County, Michigan,614,410881,0.000884231
1282,Gladwin County, Michigan,0,25324,0
1283,Gogebic County, Michigan,29,15577,0.000179904
1284,Grand Traverse County, Michigan,229,91222,0.02098607
1285,Gratiot County, Michigan,0,41319,0
1286,Hillsdale County, Michigan,42,45909,6.78E-05
1287,Houghton County, Michigan,125,36333,0.004844773
1288,Jackson County, Michigan,153,158989,0.004084248
1289,Ingham County, Michigan,913,286185,0.003650073
1290,Ionia County, Michigan,0,64147,0
1291,Iosco County, Michigan,8,25317,2.56E-05
1292,Iron County, Michigan,60,11291,6.63E-05
1293,Isabella County, Michigan,27,70572,4.78E-05
1294,Lenawee County, Michigan,136,98585,0.000164125
1295,Kalamazoo County, Michigan,1126,259830,0.004575283
1296,Kalkaska County, Michigan,0,17358,0
1297,Kent County, Michigan,1283,636376,0.04346795
1298,Keweenaw County, Michigan,0,2136,0
1299,Lake County, Michigan,0,11669,0
1300,Lapeer County, Michigan,40,88205,0.000239064
1301,Leelanau County, Michigan,0,21564,0
1302,Menominee County, Michigan,0,23389,0
1303,Livingston County, Michigan,16,186946,0.00010255
1304,Luce County, Michigan,16,6406,0.000494041
1305,Mackinac County, Michigan,0,10836,0
1306,Macomb County, Michigan,518,864019,0.005077734
1307,Manistee County, Michigan,0,24432,0
1308,Marquette County, Michigan,158,67145,0.004819277
1309,Mecosta County, Michigan,0,43181,0
1310,Mason County, Michigan,56,28800,0.002669336
1311,Blue Earth County, Minnesota,191,65767,0.023000963
1312,Brown County, Minnesota,0,25243,0
1313,Big Stone County, Minnesota,0,5039,0
1314,Aitkin County, Minnesota,43,15841,0.000556123
1315,Anoka County, Minnesota,250,344861,0.009729898
1316,Beltrami County, Minnesota,112,45847,0.002710617
1317,Becker County, Minnesota,0,33552,0
1318,Benton County, Minnesota,151,39360,0.000527631
1319,Clay County, Minnesota,287,62040,0.002911193
1320,Carlton County, Minnesota,0,35408,0
1321,Carver County, Minnesota,0,98799,0
1322,Cass County, Minnesota,0,28810,0
1323,Chippewa County, Minnesota,0,12040,0
1324,Chisago County, Minnesota,0,54297,0
1325,Faribault County, Minnesota,0,13966,0
1326,Clearwater County, Minnesota,0,8824,0
1327,Cook County, Minnesota,0,5270,0
1328,Cottonwood County, Minnesota,0,11437,0
1329,Crow Wing County, Minnesota,24,63505,0.000402637
1330,Dakota County, Minnesota,733,414655,0.014261533
1331,Dodge County, Minnesota,0,20485,0
1332,Douglas County, Minnesota,0,36891,0
1333,Fillmore County, Minnesota,0,20825,0
1334,Freeborn County, Minnesota,32,30619,0.003943801
1335,Goodhue County, Minnesota,51,46138,2.89E-05
1336,Hubbard County, Minnesota,79,20743,0.001814299
1337,Grant County, Minnesota,0,5923,0
1338,Hennepin County, Minnesota,6236,1224763,0.039222839
1339,Houston County, Minnesota,0,18709,0
1340,Isanti County, Minnesota,79,38584,0.00019227
1341,Itasca County, Minnesota,91,45237,0.003933774
1342,Koochiching County, Minnesota,0,12776,0
1343,Jackson County, Minnesota,0,10104,0
1344,Kanabec County, Minnesota,0,15948,0
1345,Kandiyohi County, Minnesota,0,42577,0
1346,Kittson County, Minnesota,0,4384,0
1347,Lyon County, Minnesota,0,25789,0
1348,Lac qui Parle County, Minnesota,0,6840,0
1349,Lake County, Minnesota,103,10578,0.004067288
1350,Lake of the Woods County, Minnesota,0,3841,0
1351,Le Sueur County, Minnesota,0,27810,0
1352,Lincoln County, Minnesota,0,5724,0
1353,Mille Lacs County, Minnesota,0,25635,0
1354,McLeod County, Minnesota,0,35816,0
1355,Mahnomen County, Minnesota,0,5500,0
1356,Marshall County, Minnesota,0,9397,0
1357,Martin County, Minnesota,0,20084,0
1358,Meeker County, Minnesota,0,23105,0
1359,Pine County, Minnesota,0,29057,0
1360,Morrison County, Minnesota,0,32880,0
1361,Mower County, Minnesota,0,39386,0
1362,Murray County, Minnesota,0,8394,0
1363,Nicollet County, Minnesota,0,33477,0
1364,Nobles County, Minnesota,0,21854,0
1365,Norman County, Minnesota,0,6589,0
1366,Olmsted County, Minnesota,137,151685,0.001261673
1367,Otter Tail County, Minnesota,0,57790,0
1368,Pipestone County, Minnesota,0,9229,0
1369,Pennington County, Minnesota,0,14197,0
1370,Rock County, Minnesota,0,9433,0
1371,Polk County, Minnesota,121,31564,0.000808721
1372,Pope County, Minnesota,0,10932,0
1373,Ramsey County, Minnesota,2771,537893,0.00223133
1374,Red Lake County, Minnesota,0,4017,0
1375,Redwood County, Minnesota,0,15430,0
1376,Renville County, Minnesota,0,14798,0
1377,Rice County, Minnesota,69,65251,0.002621879
1378,Stearns County, Minnesota,284,155300,0.013170098
1379,Roseau County, Minnesota,0,15537,0
1380,St. Louis County, Minnesota,866,200294,0.028303428
1381,Scott County, Minnesota,19,141463,0.000457446
1382,Sherburne County, Minnesota,0,92024,0
1383,Sibley County, Minnesota,0,14888,0
1384,Wabasha County, Minnesota,0,21490,0
1385,Steele County, Minnesota,59,36612,0.000210532
1386,Stevens County, Minnesota,0,9759,0
1387,Swift County, Minnesota,0,9448,0
1388,Todd County, Minnesota,0,24423,0
1389,Traverse County, Minnesota,0,3357,0
1390,Wadena County, Minnesota,0,13626,0
1391,Waseca County, Minnesota,0,18898,0
1392,Washington County, Minnesota,160,250979,0.025007815
1393,Watonwan County, Minnesota,0,10936,0
1394,Wilkin County, Minnesota,0,6398,0
1395,Yellow Medicine County, Minnesota,0,9930,0
1396,Winona County, Minnesota,24,50992,0.001718459
1397,Wright County, Minnesota,0,131130,0
1398,Bolivar County, Mississippi,55,33121,0.002641056
1399,Adams County, Mississippi,0,31583,0
1400,Alcorn County, Mississippi,0,37242,0
1401,Amite County, Mississippi,0,12574,0
1402,Attala County, Mississippi,0,18731,0
1403,Benton County, Mississippi,0,8306,0
1404,Coahoma County, Mississippi,0,24296,0
1405,Calhoun County, Mississippi,0,14617,0
1406,Carroll County, Mississippi,0,10221,0
1407,Chickasaw County, Mississippi,0,17305,0
1408,Choctaw County, Mississippi,0,8360,0
1409,Claiborne County, Mississippi,0,9106,0
1410,Clarke County, Mississippi,0,16089,0
1411,Clay County, Mississippi,23,19990,0.001910299
1412,Issaquena County, Mississippi,0,1296,0
1413,Copiah County, Mississippi,0,28748,0
1414,Covington County, Mississippi,0,19172,0
1415,DeSoto County, Mississippi,0,173267,0
1416,Kemper County, Mississippi,0,10082,0
1417,Jefferson Davis County, Mississippi,0,11639,0
1418,Forrest County, Mississippi,40,75835,0.001991635
1419,Franklin County, Mississippi,0,7772,0
1420,George County, Mississippi,0,23545,0
1421,Greene County, Mississippi,0,13801,0
1422,Grenada County, Mississippi,0,21379,0
1423,Hancock County, Mississippi,0,46277,0
1424,Harrison County, Mississippi,181,200491,0.001279487
1425,Hinds County, Mississippi,638,243249,0.03114474
1426,Holmes County, Mississippi,0,18267,0
1427,Humphreys County, Mississippi,0,8678,0
1428,Jefferson County, Mississippi,0,7463,0
1429,Jones County, Mississippi,0,68328,0
1430,Lafayette County, Mississippi,0,52744,0
1431,Lamar County, Mississippi,0,60517,0
1432,Monroe County, Mississippi,0,35967,0
1433,Itawamba County, Mississippi,0,23439,0
1434,Jackson County, Mississippi,69,141314,0.015739051
1435,Jasper County, Mississippi,0,16547,0
1436,Neshoba County, Mississippi,0,29437,0
1437,Noxubee County, Mississippi,0,10942,0
1438,Lauderdale County, Mississippi,146,78221,0.009462087
1439,Lawrence County, Mississippi,0,12659,0
1440,Leake County, Mississippi,0,22936,0
1441,Lee County, Mississippi,78,84840,0.001701311
1442,Leflore County, Mississippi,0,30113,0
1443,Lincoln County, Mississippi,0,34542,0
1444,Lowndes County, Mississippi,90,59558,0.013157895
1445,Madison County, Mississippi,0,102212,0
1446,Marion County, Mississippi,0,25466,0
1447,Marshall County, Mississippi,0,35981,0
1448,Montgomery County, Mississippi,0,10309,0
1449,Newton County, Mississippi,0,21437,0
1450,Oktibbeha County, Mississippi,0,49392,0
1451,Tunica County, Mississippi,0,10276,0
1452,Panola County, Mississippi,0,34229,0
1453,Pearl River County, Mississippi,0,55049,0
1454,Perry County, Mississippi,0,12047,0
1455,Warren County, Mississippi,0,47510,0
1456,Wayne County, Mississippi,0,20458,0
1457,Union County, Mississippi,0,28202,0
1458,Tishomingo County, Mississippi,0,19476,0
1459,Pike County, Mississippi,18,39763,0.00341556
1460,Pontotoc County, Mississippi,0,31075,0
1461,Prentiss County, Mississippi,0,25389,0
1462,Quitman County, Mississippi,0,7537,0
1463,Rankin County, Mississippi,35,149645,0.001064477
1464,Scott County, Mississippi,0,28399,0
1465,Sharkey County, Mississippi,0,4631,0
1466,Simpson County, Mississippi,0,27215,0
1467,Smith County, Mississippi,0,16114,0
1468,Stone County, Mississippi,0,17981,0
1469,Sunflower County, Mississippi,0,26915,0
1470,Tallahatchie County, Mississippi,0,14552,0
1471,Tate County, Mississippi,0,28333,0
1472,Tippah County, Mississippi,0,21993,0
1473,Walthall County, Mississippi,0,14670,0
1474,Washington County, Mississippi,95,48002,0.008690084
1475,Webster County, Mississippi,0,9868,0
1476,Wilkinson County, Mississippi,0,9084,0
1477,Winston County, Mississippi,0,18482,0
1478,Yalobusha County, Mississippi,0,12426,0
1479,Yazoo County, Mississippi,0,27496,0
1480,Ripley County, Missouri,0,13807,0
1481,St. Charles County, Missouri,255,385115,0.055063701
1482,Shannon County, Missouri,0,8273,0
1483,Ste. Genevieve County, Missouri,0,17882,0
1484,St. Francois County, Missouri,0,66248,0
1485,St. Louis County, Missouri,600,999539,0.025598362
1486,Saline County, Missouri,0,23010,0
1487,Schuyler County, Missouri,0,4450,0
1488,Scotland County, Missouri,0,4883,0
1489,Scott County, Missouri,0,38858,0
1490,Texas County, Missouri,0,25714,0
1491,Shelby County, Missouri,0,6084,0
1492,Stoddard County, Missouri,0,29634,0
1493,Stone County, Missouri,0,31529,0
1494,Sullivan County, Missouri,43,6382,0.000214473
1495,Taney County, Missouri,155,54308,0.013317295
1496,Vernon County, Missouri,0,20665,0
1497,Warren County, Missouri,0,33554,0
1498,Washington County, Missouri,0,24968,0
1499,Wayne County, Missouri,0,13369,0
1500,Webster County, Missouri,7,37558,0.000378747
1501,Worth County, Missouri,0,2053,0
1502,Wright County, Missouri,0,18304,0
1503,St. Louis city, Missouri,2301,314867,0.277028654
1504,Franklin County, Missouri,60,102413,0.007720021
1505,Greene County, Missouri,812,286759,0.033421139
1506,Daviess County, Missouri,0,8300,0
1507,Dade County, Missouri,0,7581,0
1508,Dallas County, Missouri,0,16441,0
1509,DeKalb County, Missouri,0,12564,0
1510,Dunklin County, Missouri,0,30905,0
1511,Dent County, Missouri,27,15566,0.001003158
1512,Gasconade County, Missouri,0,14769,0
1513,Gentry County, Missouri,0,6688,0
1514,Douglas County, Missouri,0,13391,0
1515,Jefferson County, Missouri,36,222639,0.0018009
1516,Grundy County, Missouri,0,10111,0
1517,Harrison County, Missouri,0,8615,0
1518,Henry County, Missouri,0,21834,0
1519,Howell County, Missouri,36,40139,0.002462886
1520,Iron County, Missouri,0,10286,0
1521,Chariton County, Missouri,0,7586,0
1522,Hickory County, Missouri,0,9352,0
1523,Holt County, Missouri,0,4499,0
1524,Howard County, Missouri,0,10144,0
1525,Jackson County, Missouri,3121,688554,0.152556457
1526,Jasper County, Missouri,218,118522,0.015795957
1527,Lewis County, Missouri,0,10078,0
1528,Johnson County, Missouri,16,53941,0.002122861
1529,Knox County, Missouri,0,3976,0
1530,Laclede County, Missouri,0,35488,0
1531,Lafayette County, Missouri,0,32655,0
1532,Lawrence County, Missouri,0,38131,0
1533,Madison County, Missouri,0,12226,0
1534,Lincoln County, Missouri,0,54800,0
1535,Linn County, Missouri,0,12248,0
1536,Livingston County, Missouri,0,15025,0
1537,McDonald County, Missouri,0,22753,0
1538,Macon County, Missouri,0,15319,0
1539,Montgomery County, Missouri,0,11618,0
1540,Miller County, Missouri,0,24947,0
1541,Mercer County, Missouri,0,3669,0
1542,Mississippi County, Missouri,0,13916,0
1543,Maries County, Missouri,0,8959,0
1544,Marion County, Missouri,16,28703,0.001462256
1545,Moniteau County, Missouri,0,15904,0
1546,Monroe County, Missouri,0,8676,0
1547,Osage County, Missouri,16,13610,0.000333319
1548,Morgan County, Missouri,0,20097,0
1549,New Madrid County, Missouri,0,18030,0
1550,Newton County, Missouri,103,58237,0.008549846
1551,Nodaway County, Missouri,0,22744,0
1552,Oregon County, Missouri,0,10779,0
1553,Ozark County, Missouri,0,9328,0
1554,Pemiscot County, Missouri,0,17344,0
1555,Perry County, Missouri,0,19135,0
1556,Pettis County, Missouri,35,42309,0.001637121
1557,Phelps County, Missouri,0,44873,0
1558,Pike County, Missouri,0,18517,0
1559,Platte County, Missouri,196,96899,0.00914307
1560,Polk County, Missouri,0,31347,0
1561,St. Clair County, Missouri,0,9396,0
1562,Pulaski County, Missouri,0,53132,0
1563,Putnam County, Missouri,0,4846,0
1564,Ralls County, Missouri,0,10208,0
1565,Ray County, Missouri,0,22859,0
1566,Randolph County, Missouri,0,24987,0
1567,Reynolds County, Missouri,0,6361,0
1568,Audrain County, Missouri,0,25763,0
1569,Caldwell County, Missouri,0,9046,0
1570,Butler County, Missouri,11,42826,0.00011352
1571,Callaway County, Missouri,35,44793,0.000528318
1572,Cape Girardeau County, Missouri,67,78013,0.000212788
1573,Camden County, Missouri,64,44855,0.003687061
1574,Andrew County, Missouri,0,17358,0
1575,Adair County, Missouri,0,25437,0
1576,Atchison County, Missouri,0,5335,0
1577,Barry County, Missouri,0,35398,0
1578,Boone County, Missouri,342,174589,0.086016097
1579,Bollinger County, Missouri,0,12347,0
1580,Buchanan County, Missouri,391,89425,0.013622269
1581,Cass County, Missouri,0,101888,0
1582,Bates County, Missouri,0,16405,0
1583,Barton County, Missouri,0,11942,0
1584,Benton County, Missouri,0,18918,0
1585,Carroll County, Missouri,0,8909,0
1586,Carter County, Missouri,0,6255,0
1587,Cedar County, Missouri,0,13862,0
1588,Christian County, Missouri,0,83028,0
1589,Crawford County, Missouri,0,24387,0
1590,Clark County, Missouri,0,6807,0
1591,Clay County, Missouri,64,236068,0.001959884
1592,Clinton County, Missouri,0,20495,0
1593,Cole County, Missouri,50,76749,0.001965641
1594,Cooper County, Missouri,8,17620,0.001797753
1595,Blaine County, Montana,0,6646,0
1596,Big Horn County, Montana,21,13290,0.003290505
1597,Beaverhead County, Montana,0,9360,0
1598,Broadwater County, Montana,0,5755,0
1599,Dawson County, Montana,0,9324,0
1600,Carter County, Montana,0,1320,0
1601,Carbon County, Montana,0,10466,0
1602,Cascade County, Montana,281,81816,0.01235002
1603,Chouteau County, Montana,0,5812,0
1604,Deer Lodge County, Montana,0,9131,0
1605,Fallon County, Montana,0,2925,0
1606,Fergus County, Montana,0,11327,0
1607,Custer County, Montana,0,11895,0
1608,Daniels County, Montana,0,1788,0
1609,Granite County, Montana,0,3206,0
1610,Flathead County, Montana,222,96147,0.000222102
1611,Gallatin County, Montana,74,100733,0.00190437
1612,Garfield County, Montana,0,1086,0
1613,Glacier County, Montana,78,13677,0.006531569
1614,Golden Valley County, Montana,0,747,0
1615,Hill County, Montana,0,16468,0
1616,Jefferson County, Montana,0,11625,0
1617,Judith Basin County, Montana,0,1965,0
1618,Lake County, Montana,101,29518,0.006838649
1619,Lewis and Clark County, Montana,379,66290,0.036846199
1620,Mineral County, Montana,0,4194,0
1621,Madison County, Montana,0,7902,0
1622,Meagher County, Montana,0,2000,0
1623,Liberty County, Montana,0,2245,0
1624,Lincoln County, Montana,0,19249,0
1625,McCone County, Montana,0,1728,0
1626,Pondera County, Montana,0,6081,0
1627,Missoula County, Montana,426,114231,0.051492808
1628,Musselshell County, Montana,0,4766,0
1629,Park County, Montana,0,16001,0
1630,Petroleum County, Montana,0,453,0
1631,Phillips County, Montana,0,4139,0
1632,Sanders County, Montana,0,11414,0
1633,Powder River County, Montana,0,1610,0
1634,Powell County, Montana,0,6852,0
1635,Prairie County, Montana,0,1325,0
1636,Ravalli County, Montana,0,41387,0
1637,Richland County, Montana,47,11405,0.000884589
1638,Roosevelt County, Montana,15,11218,0.003095336
1639,Rosebud County, Montana,0,9292,0
1640,Toole County, Montana,0,5031,0
1641,Sheridan County, Montana,0,3568,0
1642,Silver Bow County, Montana,64,34514,0.00707495
1643,Stillwater County, Montana,0,9342,0
1644,Sweet Grass County, Montana,0,3646,0
1645,Teton County, Montana,0,6040,0
1646,Treasure County, Montana,0,790,0
1647,Valley County, Montana,0,7561,0
1648,Wheatland County, Montana,0,2108,0
1649,Wibaux County, Montana,0,1121,0
1650,Yellowstone County, Montana,744,156332,0.013576642
1651,Box Butte County, Nebraska,0,11200,0
1652,Adams County, Nebraska,297,31564,0.034232365
1653,Blaine County, Nebraska,0,502,0
1654,Boone County, Nebraska,0,5357,0
1655,Boyd County, Nebraska,0,2049,0
1656,Arthur County, Nebraska,0,421,0
1657,Antelope County, Nebraska,0,6406,0
1658,Banner County, Nebraska,0,728,0
1659,Brown County, Nebraska,0,3058,0
1660,Burt County, Nebraska,0,6546,0
1661,Butler County, Nebraska,0,8105,0
1662,Cedar County, Nebraska,0,8561,0
1663,Cass County, Nebraska,0,25513,0
1664,Buffalo County, Nebraska,0,48834,0
1665,Cuming County, Nebraska,0,9039,0
1666,Chase County, Nebraska,0,3803,0
1667,Cherry County, Nebraska,0,5792,0
1668,Cheyenne County, Nebraska,0,10012,0
1669,Clay County, Nebraska,0,6264,0
1670,Colfax County, Nebraska,0,10616,0
1671,Custer County, Nebraska,0,10836,0
1672,Dakota County, Nebraska,43,20529,0.007067719
1673,Dawes County, Nebraska,27,8972,0.000718888
1674,Dawson County, Nebraska,24,23925,0.004498594
1675,Deuel County, Nebraska,0,1901,0
1676,Dixon County, Nebraska,0,5765,0
1677,Gage County, Nebraska,0,21632,0
1678,Dodge County, Nebraska,121,36576,0.007347583
1679,Douglas County, Nebraska,3822,549706,0.657604955
1680,Frontier County, Nebraska,0,2624,0
1681,Furnas County, Nebraska,0,4814,0
1682,Dundy County, Nebraska,0,2017,0
1683,Fillmore County, Nebraska,0,5603,0
1684,Franklin County, Nebraska,0,3019,0
1685,Hall County, Nebraska,158,61233,0.014084507
1686,Garden County, Nebraska,0,1913,0
1687,Garfield County, Nebraska,0,1958,0
1688,Gosper County, Nebraska,0,2019,0
1689,Grant County, Nebraska,0,682,0
1690,Greeley County, Nebraska,0,2436,0
1691,Jefferson County, Nebraska,0,7276,0
1692,Hamilton County, Nebraska,0,9149,0
1693,Harlan County, Nebraska,0,3469,0
1694,Hayes County, Nebraska,0,957,0
1695,Hitchcock County, Nebraska,0,2860,0
1696,Holt County, Nebraska,0,10293,0
1697,Hooker County, Nebraska,0,684,0
1698,Howard County, Nebraska,0,6385,0
1699,Knox County, Nebraska,0,8496,0
1700,Johnson County, Nebraska,0,5200,0
1701,Kearney County, Nebraska,0,6547,0
1702,Keith County, Nebraska,0,8129,0
1703,Keya Paha County, Nebraska,0,720,0
1704,Kimball County, Nebraska,0,3688,0
1705,Nuckolls County, Nebraska,0,4318,0
1706,Lancaster County, Nebraska,937,306357,0.100839432
1707,Lincoln County, Nebraska,113,35569,0.031670404
1708,Logan County, Nebraska,0,919,0
1709,Loup County, Nebraska,0,537,0
1710,McPherson County, Nebraska,0,432,0
1711,Madison County, Nebraska,8,35062,0.001390096
1712,Merrick County, Nebraska,0,7829,0
1713,Morrill County, Nebraska,0,4903,0
1714,Nemaha County, Nebraska,0,7041,0
1715,Nance County, Nebraska,0,3569,0
1716,Platte County, Nebraska,78,32875,0.000682827
1717,Otoe County, Nebraska,0,15875,0
1718,Pawnee County, Nebraska,0,2704,0
1719,Perkins County, Nebraska,0,2904,0
1720,Phelps County, Nebraska,0,9163,0
1721,Pierce County, Nebraska,0,7175,0
1722,Scotts Bluff County, Nebraska,21,36509,0.005007153
1723,Polk County, Nebraska,0,5244,0
1724,Red Willow County, Nebraska,0,10870,0
1725,Richardson County, Nebraska,0,8045,0
1726,Rock County, Nebraska,0,1381,0
1727,Saline County, Nebraska,0,14325,0
1728,Sarpy County, Nebraska,0,175188,0
1729,Saunders County, Nebraska,0,20953,0
1730,Sherman County, Nebraska,0,3048,0
1731,Valley County, Nebraska,0,4252,0
1732,Sioux County, Nebraska,0,1256,0
1733,Stanton County, Nebraska,0,6020,0
1734,Thayer County, Nebraska,0,5133,0
1735,Thomas County, Nebraska,0,643,0
1736,Thurston County, Nebraska,0,7055,0
1737,Seward County, Nebraska,0,17045,0
1738,Sheridan County, Nebraska,13,5241,0.020217729
1739,Washington County, Nebraska,0,20414,0
1740,Wayne County, Nebraska,0,9409,0
1741,Webster County, Nebraska,0,3597,0
1742,Wheeler County, Nebraska,0,846,0
1743,York County, Nebraska,0,13832,0
1744,Clark County, Nevada,3770,2112436,0.601851852
1745,Douglas County, Nevada,0,47632,0
1746,Churchill County, Nevada,126,24022,0.011627907
1747,Lincoln County, Nevada,0,5203,0
1748,Elko County, Nevada,0,52377,0
1749,Esmeralda County, Nevada,0,1102,0
1750,Eureka County, Nevada,0,1728,0
1751,Humboldt County, Nevada,0,17088,0
1752,Lander County, Nevada,0,5887,0
1753,Carson City, Nevada,143,54219,0.01759134
1754,Lyon County, Nevada,0,52303,0
1755,Mineral County, Nevada,0,4471,0
1756,Nye County, Nevada,0,43296,0
1757,Pershing County, Nevada,0,6661,0
1758,Storey County, Nevada,0,3891,0
1759,Washoe County, Nevada,908,445551,0.096503348
1760,White Pine County, Nevada,0,9858,0
1761,Hillsborough County, New Hampshire,1496,406371,0.405639913
1762,Coos County, New Hampshire,27,32119,0.003177966
1763,Grafton County, New Hampshire,39,89280,0.00109646
1764,Belknap County, New Hampshire,0,60383,0
1765,Carroll County, New Hampshire,0,47524,0
1766,Cheshire County, New Hampshire,207,76109,0.164808917
1767,Sullivan County, New Hampshire,172,43073,0.026275588
1768,Merrimack County, New Hampshire,198,147958,0.007760749
1769,Rockingham County, New Hampshire,382,302479,0.042261312
1770,Strafford County, New Hampshire,100,126552,0.017346054
1771,Warren County, New Jersey,27,107088,0.013386217
1772,Salem County, New Jersey,12,63776,0.017595308
1773,Somerset County, New Jersey,702,333316,0.28817734
1774,Sussex County, New Jersey,172,143570,0.002808943
1775,Union County, New Jersey,1277,557320,1.334378265
1776,Mercer County, New Jersey,1642,373362,0.103433071
1777,Middlesex County, New Jersey,1269,837288,0.11674333
1778,Monmouth County, New Jersey,899,627551,0.105011097
1779,Morris County, New Jersey,569,498847,0.063419527
1780,Ocean County, New Jersey,287,589699,0.055192308
1781,Camden County, New Jersey,1167,510996,0.116560128
1782,Atlantic County, New Jersey,938,272926,0.039205852
1783,Bergen County, New Jersey,703,937920,0.359039837
1784,Burlington County, New Jersey,338,449192,0.782407407
1785,Hunterdon County, New Jersey,52,125717,0.014569908
1786,Cape May County, New Jersey,421,94549,0.155695266
1787,Cumberland County, New Jersey,214,154952,0.035548173
1788,Essex County, New Jersey,5715,800401,1.344073377
1789,Gloucester County, New Jersey,348,291372,0.411347518
1790,Hudson County, New Jersey,2290,679756,0.660132603
1791,Passaic County, New Jersey,1864,510563,0.134759977
1792,Chaves County, New Mexico,46,65454,0.091633466
1793,Catron County, New Mexico,0,3547,0
1794,Bernalillo County, New Mexico,2054,674855,0.193481537
1795,Guadalupe County, New Mexico,0,4426,0
1796,Cibola County, New Mexico,0,27049,0
1797,Colfax County, New Mexico,0,12522,0
1798,Curry County, New Mexico,115,50283,0.003498099
1799,De Baca County, New Mexico,0,2016,0
1800,Eddy County, New Mexico,4,56793,0.000779271
1801,Grant County, New Mexico,0,28382,0
1802,Mora County, New Mexico,0,4605,0
1803,Harding County, New Mexico,0,546,0
1804,Hidalgo County, New Mexico,0,4446,0
1805,Lea County, New Mexico,28,69505,9.14E-05
1806,Lincoln County, New Mexico,0,19497,0
1807,Los Alamos County, New Mexico,0,18031,0
1808,Luna County, New Mexico,117,24319,0.084721217
1809,Otero County, New Mexico,0,65130,0
1810,McKinley County, New Mexico,300,72849,0.114329268
1811,Sierra County, New Mexico,0,11254,0
1812,Quay County, New Mexico,0,8447,0
1813,Rio Arriba County, New Mexico,0,39455,0
1814,Roosevelt County, New Mexico,0,19313,0
1815,Sandoval County, New Mexico,648,138815,0.062955407
1816,San Juan County, New Mexico,279,128221,0.057955962
1817,San Miguel County, New Mexico,8,28203,0.003962358
1818,Santa Fe County, New Mexico,447,147514,0.031204188
1819,Socorro County, New Mexico,0,17098,0
1820,Taos County, New Mexico,0,32809,0
1821,Torrance County, New Mexico,0,15534,0
1822,Union County, New Mexico,0,4216,0
1823,Valencia County, New Mexico,0,75845,0
1824,Genesee County, New York,0,58537,0
1825,Greene County, New York,0,47791,0
1826,Livingston County, New York,0,64373,0
1827,Herkimer County, New York,57,62943,0.000385244
1828,Hamilton County, New York,0,4646,0
1829,Jefferson County, New York,81,116567,0.000267787
1830,Kings County, New York,28146,2635121,0.466124571
1831,Lewis County, New York,0,26845,0
1832,Niagara County, New York,239,212675,0.000588133
1833,Madison County, New York,24,71760,0.000189645
1834,Monroe County, New York,2134,748680,0.066440425
1835,Montgomery County, New York,0,49500,0
1836,Nassau County, New York,1052,1363069,0.04379319
1837,New York County, New York,29379,1653877,0.616791233
1838,Putnam County, New York,542,99464,0.092067267
1839,Oneida County, New York,448,232324,0.067257169
1840,Onondaga County, New York,1340,467669,1.215970962
1841,Ontario County, New York,44,109491,0.025462963
1842,Orange County, New York,693,378174,0.040554775
1843,Orleans County, New York,0,41584,0
1844,Otsego County, New York,71,60750,0.007202272
1845,Oswego County, New York,298,119833,0.00568952
1846,Saratoga County, New York,120,226632,0.023063617
1847,Queens County, New York,11436,2339280,0.264135255
1848,Rensselaer County, New York,483,159800,0.124132614
1849,Richmond County, New York,920,475948,0.002064859
1850,Rockland County, New York,155,325027,7.34E-05
1851,St. Lawrence County, New York,120,110817,0.002213246
1852,Tioga County, New York,28,49322,0.000535342
1853,Schenectady County, New York,601,155239,0.000957691
1854,Schoharie County, New York,0,31611,0
1855,Schuyler County, New York,0,18112,0
1856,Seneca County, New York,0,34843,0
1857,Steuben County, New York,0,97539,0
1858,Suffolk County, New York,4167,1497595,0.00520614
1859,Sullivan County, New York,529,75783,0.000897068
1860,Washington County, New York,0,62183,0
1861,Tompkins County, New York,610,104415,0.002093544
1862,Ulster County, New York,522,180129,0.000623441
1863,Warren County, New York,62,64701,0.000972153
1864,Wayne County, New York,0,91442,0
1865,Westchester County, New York,4012,975321,0.042433024
1866,Wyoming County, New York,0,40886,0
1867,Yates County, New York,0,25083,0
1868,Albany County, New York,1013,308580,0.001817627
1869,Cattaraugus County, New York,76,78175,0.000709697
1870,Cayuga County, New York,52,78319,7.65E-05
1871,Erie County, New York,1492,923995,0.011867926
1872,Broome County, New York,1111,196124,0.00247333
1873,Allegany County, New York,0,47400,0
1874,Bronx County, New York,31673,1455846,0.247018819
