County,State,Population,Poverty Rate
McDowell County, North Carolina,45069,18.85553263
Franklin County, North Carolina,63866,15.9818996
Johnston County, North Carolina,186308,14.28924147
Jones County, North Carolina,9776,26.2888707
Macon County, North Carolina,34160,17.5058548
Person County, North Carolina,39240,17.83384302
Brunswick County, North Carolina,122586,13.97304749
Transylvania County, North Carolina,33291,15.07314289
Ashe County, North Carolina,26833,19.15179071
Beaufort County, North Carolina,47316,18.90903711
Columbus County, North Carolina,56589,22.39127746
Lenoir County, North Carolina,57934,21.80412193
Lincoln County, North Carolina,80504,15.03403558
Montgomery County, North Carolina,27445,20.22226271
Onslow County, North Carolina,192685,12.51368814
Orange County, North Carolina,141812,12.96011621
Richmond County, North Carolina,45447,25.1897815
Rutherford County, North Carolina,66523,19.24747832
Sampson County, North Carolina,63664,23.98686856
Surry County, North Carolina,72315,17.33250363
Yadkin County, North Carolina,37825,17.12888301
Avery County, North Carolina,17535,12.28400342
Buncombe County, North Carolina,252268,12.91919704
Burke County, North Carolina,88898,18.74057909
Cabarrus County, North Carolina,196716,11.42815023
Caswell County, North Carolina,22833,20.43533482
Davie County, North Carolina,41766,13.89168223
Davidson County, North Carolina,164118,15.5583178
Duplin County, North Carolina,59350,25.93091828
Durham County, North Carolina,300865,15.70039719
Hertford County, North Carolina,24262,20.60423708
Lee County, North Carolina,59805,17.15910041
New Hanover County, North Carolina,219866,17.45335795
Pender County, North Carolina,57630,15.40343571
Wayne County, North Carolina,124496,20.591023
Burke County, North Dakota,2253,7.279183311
Mountrail County, North Dakota,9986,11.02543561
Traill County, North Dakota,8050,6.52173913
Williams County, North Dakota,32916,8.810305019
Billings County, North Dakota,983,10.27466938
Dickey County, North Dakota,5041,5.931362825
Kidder County, North Dakota,2457,6.878306878
Cavalier County, North Dakota,3817,8.383547288
Ward County, North Dakota,69628,8.088699948
Grant County, North Dakota,2387,12.52618349
McHenry County, North Dakota,5951,7.763401109
Pembina County, North Dakota,7050,5.489361702
Steele County, North Dakota,1915,3.759791123
Benson County, North Dakota,6875,32.97454545
Hettinger County, North Dakota,2601,8.765859285
LaMoure County, North Dakota,4106,10.37506089
Morton County, North Dakota,30059,7.711500715
Cass County, North Dakota,170620,10.90845153
Dunn County, North Dakota,4349,10.32421246
Emmons County, North Dakota,3389,11.71437002
McIntosh County, North Dakota,2680,9.440298507
Nelson County, North Dakota,2971,8.179064288
Richland County, North Dakota,16333,8.945080512
Rolette County, North Dakota,14657,31.84826363
Walsh County, North Dakota,10920,9.652014652
Adams County, North Dakota,2368,8.952702703
Bottineau County, North Dakota,6651,8.194256503
Barnes County, North Dakota,10971,9.515996719
Eddy County, North Dakota,2321,12.6669539
Grand Forks County, North Dakota,70130,15.85484101
McKenzie County, North Dakota,11679,11.62770785
Mercer County, North Dakota,8637,7.074215584
McLean County, North Dakota,9607,8.71239721
Pierce County, North Dakota,4272,16.85393258
Ransom County, North Dakota,5411,6.412862687
Renville County, North Dakota,2543,4.679512387
Sioux County, North Dakota,4420,36.56108597
Bowman County, North Dakota,3226,8.27650341
Burleigh County, North Dakota,92372,8.223271121
Golden Valley County, North Dakota,1892,9.143763214
Logan County, North Dakota,1932,7.246376812
Oliver County, North Dakota,1822,3.128430296
Towner County, North Dakota,2258,12.26749336
Stutsman County, North Dakota,21058,10.2003989
Ramsey County, North Dakota,11574,11.61223432
Divide County, North Dakota,2378,12.48948696
Foster County, North Dakota,3318,6.901748041
Griggs County, North Dakota,2276,7.688927944
Sargent County, North Dakota,3883,4.197785218
Sheridan County, North Dakota,1403,15.32430506
Slope County, North Dakota,674,6.824925816
Stark County, North Dakota,30316,7.873730044
Wells County, North Dakota,4089,5.649303008
Gallia County, Ohio,30203,20.33903917
Huron County, Ohio,58497,14.05884062
Mahoning County, Ohio,231857,17.08639377
Athens County, Ohio,65563,25.68064305
Adams County, Ohio,27926,23.40829335
Scioto County, Ohio,76871,22.6769523
Medina County, Ohio,176362,6.103355598
Meigs County, Ohio,23234,22.29060859
Union County, Ohio,54688,6.946679345
Champaign County, Ohio,39005,10.79605179
Pike County, Ohio,28291,19.67056661
Paulding County, Ohio,18951,10.58519339
Greene County, Ohio,164825,11.583801
Hamilton County, Ohio,808703,16.63144566
Franklin County, Ohio,1253507,16.26452824
Lawrence County, Ohio,61057,18.34515289
Marion County, Ohio,65483,15.03596353
Morgan County, Ohio,14773,21.05191904
Tuscarawas County, Ohio,92531,13.62786526
Wayne County, Ohio,115915,12.60492602
Wyandot County, Ohio,22190,11.14916629
Brown County, Ohio,43799,17.44560378
Butler County, Ohio,375702,12.5147058
Erie County, Ohio,75369,12.78509732
Harrison County, Ohio,15397,15.39910372
Knox County, Ohio,60945,12.98547871
Licking County, Ohio,170678,11.47833933
Richland County, Ohio,121533,14.54255223
Vinton County, Ohio,13142,20.90245016
Carroll County, Ohio,27825,14.56603774
Hancock County, Ohio,75508,11.75769455
Clermont County, Ohio,202166,9.724681697
Fairfield County, Ohio,151526,9.751461795
Defiance County, Ohio,38311,10.73582
Highland County, Ohio,43031,21.26374009
Henry County, Ohio,27463,8.873757419
Jefferson County, Ohio,67349,16.94605711
Portage County, Ohio,162080,13.87771471
Putnam County, Ohio,34037,7.098157887
Belmont County, Ohio,68889,13.28659147
Clinton County, Ohio,41869,14.23965225
Fayette County, Ohio,28659,17.2511253
Perry County, Ohio,35983,19.00341828
Pickaway County, Ohio,57075,10.95575996
Logan County, Ohio,45323,13.49425237
Madison County, Ohio,43732,8.977407848
Summit County, Ohio,541318,13.34372772
Muskingum County, Ohio,85933,16.14862742
Sandusky County, Ohio,59559,13.29102235
Shelby County, Ohio,48902,8.764467711
Van Wert County, Ohio,28262,12.51857618
Washington County, Ohio,60871,14.98250398
Williams County, Ohio,37061,13.0460592
Auglaize County, Ohio,45778,8.910393639
Columbiana County, Ohio,104584,14.85695709
Darke County, Ohio,51919,11.4004507
Ottawa County, Ohio,40769,10.34854914
Fulton County, Ohio,42296,10.4430679
Hardin County, Ohio,31576,15.34076514
Jackson County, Ohio,32624,20.31326631
Lucas County, Ohio,433404,19.32238743
Morrow County, Ohio,34935,9.580649778
Noble County, Ohio,14498,10.58076976
Preble County, Ohio,41328,12.13946961
Seneca County, Ohio,55549,14.31888963
Stark County, Ohio,374273,13.60530949
Allen County, Ohio,104157,14.48582428
Coshocton County, Ohio,36602,14.81886236
Crawford County, Ohio,42231,15.98588714
Delaware County, Ohio,193024,4.986426558
Geauga County, Ohio,93895,6.471058097
Guernsey County, Ohio,39414,19.93454103
Hocking County, Ohio,28547,13.8263215
Lake County, Ohio,229701,8.200660859
Mercer County, Ohio,40723,7.339832527
Ross County, Ohio,77125,16.75850891
Clark County, Ohio,135520,16.2012987
Cuyahoga County, Ohio,1257401,17.91512811
Holmes County, Ohio,43808,11.7147553
Lorain County, Ohio,305405,13.25354857
Miami County, Ohio,104081,9.752020061
Monroe County, Ohio,14239,19.46765925
Montgomery County, Ohio,531987,17.30963351
Trumbull County, Ohio,203341,16.84559435
Warren County, Ohio,223868,4.920756875
Wood County, Ohio,129504,12.6706511
Ashland County, Ohio,53299,13.56498246
Ashtabula County, Ohio,98622,19.1174383
Adair County, Oklahoma,22136,30.46620889
Seminole County, Oklahoma,25246,21.97575854
Stephens County, Oklahoma,44293,14.81272436
Cimarron County, Oklahoma,2221,15.7136425
Blaine County, Oklahoma,9680,12.6446281
Carter County, Oklahoma,48407,16.07825315
Coal County, Oklahoma,5666,19.80232969
Grant County, Oklahoma,4458,9.421265141
Greer County, Oklahoma,6018,15.93552675
Kingfisher County, Oklahoma,15510,8.749194068
McClain County, Oklahoma,37919,9.425354044
McIntosh County, Oklahoma,19874,18.19965784
Marshall County, Oklahoma,16226,14.44595094
Murray County, Oklahoma,13797,13.69138218
Noble County, Oklahoma,11421,11.52263374
Nowata County, Oklahoma,10448,17.69716692
Ottawa County, Oklahoma,31725,21.07171001
Rogers County, Oklahoma,90098,9.228839708
Sequoyah County, Oklahoma,41364,24.29165458
Wagoner County, Oklahoma,76830,10.60913706
Alfalfa County, Oklahoma,5877,9.171345925
Woods County, Oklahoma,9132,11.68418747
Caddo County, Oklahoma,29437,19.97146448
Cleveland County, Oklahoma,274024,12.06244708
Muskogee County, Oklahoma,69471,20.69208735
Okfuskee County, Oklahoma,12160,22.99342105
Atoka County, Oklahoma,13899,17.41132456
Bryan County, Oklahoma,45068,16.95881779
Dewey County, Oklahoma,4904,18.12805873
Harper County, Oklahoma,3843,13.14077544
Kay County, Oklahoma,45173,17.25588294
Logan County, Oklahoma,45326,12.74103164
Craig County, Oklahoma,14563,17.00199135
Tulsa County, Oklahoma,637123,15.28087983
Washington County, Oklahoma,51867,13.75441032
Canadian County, Oklahoma,132922,7.772979642
Harmon County, Oklahoma,2758,15.44597534
Haskell County, Oklahoma,12746,19.04126785
Latimer County, Oklahoma,10621,18.19037755
Okmulgee County, Oklahoma,39121,18.7418522
Osage County, Oklahoma,47350,15.21224921
Texas County, Oklahoma,21409,16.37629035
Jefferson County, Oklahoma,6270,20.31897927
Pushmataha County, Oklahoma,11132,20.05928854
Garfield County, Oklahoma,62421,13.20228769
Garvin County, Oklahoma,27751,16.8570502
Johnston County, Oklahoma,11039,19.44922547
Pittsburg County, Oklahoma,44673,16.31186623
Pontotoc County, Oklahoma,38289,16.58700932
Roger Mills County, Oklahoma,3734,18.13069095
Woodward County, Oklahoma,21140,11.10690634
Cherokee County, Oklahoma,48404,20.29584332
Delaware County, Oklahoma,41878,18.77119251
Ellis County, Oklahoma,4102,16.96733301
Grady County, Oklahoma,54351,12.226086
Payne County, Oklahoma,80634,23.69719969
Pottawatomie County, Oklahoma,71614,16.171419
Creek County, Oklahoma,70899,14.93533054
Tillman County, Oklahoma,7591,21.07759189
Washita County, Oklahoma,11550,13.80952381
Cotton County, Oklahoma,6000,14.91666667
Kiowa County, Oklahoma,9127,23.11822066
Le Flore County, Oklahoma,49860,21.64259928
McCurtain County, Oklahoma,33026,23.28468479
Major County, Oklahoma,7730,12.88486417
Mayes County, Oklahoma,40929,18.87659117
Oklahoma County, Oklahoma,774203,16.60623893
Custer County, Oklahoma,29169,14.96794542
Beaver County, Oklahoma,5445,11.44168962
Love County, Oklahoma,9843,12.02885299
Beckham County, Oklahoma,22971,11.58417135
Hughes County, Oklahoma,13519,17.62704342
Choctaw County, Oklahoma,14979,30.47599973
Jackson County, Oklahoma,25574,17.33010088
Comanche County, Oklahoma,123066,15.39905417
Lincoln County, Oklahoma,34759,14.08268362
Pawnee County, Oklahoma,16448,14.75559339
Marion County, Oregon,330453,15.44939825
Jackson County, Oregon,212070,16.56056962
Douglas County, Oregon,107576,16.80207481
Grant County, Oregon,7209,13.45540297
Jefferson County, Oregon,22707,20.07750914
Polk County, Oregon,79666,14.99887028
Clackamas County, Oregon,399962,8.888094369
Deschutes County, Oregon,175321,12.03620787
Linn County, Oregon,121074,15.92249368
Tillamook County, Oregon,25840,15.06965944
Yamhill County, Oregon,102366,13.02580935
Baker County, Oregon,15980,14.74342929
Josephine County, Oregon,84514,18.3744705
Klamath County, Oregon,66018,18.48283801
Umatilla County, Oregon,76736,16.70272102
Lincoln County, Oregon,47307,18.13262308
Benton County, Oregon,88249,19.3985201
Columbia County, Oregon,50207,12.15368375
Crook County, Oregon,21717,15.24612055
Sherman County, Oregon,1635,13.63914373
Wasco County, Oregon,25687,13.42702534
Harney County, Oregon,7195,17.22029187
Lane County, Oregon,363471,18.4171502
Malheur County, Oregon,30421,22.22477894
Wallowa County, Oregon,6864,13.50524476
Washington County, Oregon,572071,10.17600962
Wheeler County, Oregon,1415,20.28268551
Morrow County, Oregon,11153,14.65973281
Clatsop County, Oregon,38021,11.96181058
Coos County, Oregon,62921,17.64911556
Curry County, Oregon,22377,15.32376994
Gilliam County, Oregon,1910,9.842931937
Hood River County, Oregon,22938,12.01499695
Lake County, Oregon,7807,18.54745741
Multnomah County, Oregon,788459,16.08656886
Union County, Oregon,25810,16.91204959
Newport County, Rhode Island,83204,8.626989087
Kent County, Rhode Island,164012,7.735409604
Providence County, Rhode Island,633704,16.01520584
Bristol County, Rhode Island,49028,6.53300155
Washington County, Rhode Island,126190,9.167921388
Delaware County, Pennsylvania,563384,10.05335615
Franklin County, Pennsylvania,153003,10.22398254
Union County, Pennsylvania,45056,8.076615767
Wayne County, Pennsylvania,51656,10.30470807
Bedford County, Pennsylvania,48891,13.46873658
Dauphin County, Pennsylvania,273329,12.99386454
Forest County, Pennsylvania,7388,5.468327017
Somerset County, Pennsylvania,75619,11.81581349
Monroe County, Pennsylvania,167306,10.94342104
Philadelphia County, Pennsylvania,1569657,25.09618343
York County, Pennsylvania,442216,10.02745265
Westmoreland County, Pennsylvania,356835,10.11980327
Blair County, Pennsylvania,124736,14.8144882
Bradford County, Pennsylvania,61546,12.07227115
Cambria County, Pennsylvania,135871,14.80448366
Chester County, Pennsylvania,514652,6.693066383
Berks County, Pennsylvania,415500,13.17978339
Huntingdon County, Pennsylvania,45686,12.07590947
Indiana County, Pennsylvania,86551,15.4382965
Lawrence County, Pennsylvania,88231,13.65846471
Mifflin County, Pennsylvania,46452,13.20287609
Washington County, Pennsylvania,207661,9.452424866
Cumberland County, Pennsylvania,245801,7.368562374
Allegheny County, Pennsylvania,1229605,12.1639063
Pike County, Pennsylvania,55687,9.790435829
Snyder County, Pennsylvania,40570,10.62361351
Susquehanna County, Pennsylvania,41716,12.82481542
Crawford County, Pennsylvania,86847,13.85424943
Erie County, Pennsylvania,277794,16.01618465
Fulton County, Pennsylvania,14631,11.37994669
Juniata County, Pennsylvania,24448,12.9049411
Schuylkill County, Pennsylvania,144287,11.87494369
Wyoming County, Pennsylvania,27760,10.12247839
Adams County, Pennsylvania,101589,8.414296823
Armstrong County, Pennsylvania,66737,12.8519412
Clinton County, Pennsylvania,39321,16.3551283
Carbon County, Pennsylvania,63987,12.5853689
Centre County, Pennsylvania,160646,16.36579809
Northumberland County, Pennsylvania,93038,13.71697586
Northampton County, Pennsylvania,300941,8.833292905
Cameron County, Pennsylvania,4754,14.17753471
Venango County, Pennsylvania,52880,13.29803328
Beaver County, Pennsylvania,168161,10.62493682
Bucks County, Pennsylvania,626486,6.051531878
Lackawanna County, Pennsylvania,211960,14.82307983
Lehigh County, Pennsylvania,360774,12.91556487
McKean County, Pennsylvania,42070,16.01616354
Fayette County, Pennsylvania,133160,18.2847702
Clarion County, Pennsylvania,38747,16.91227708
Montgomery County, Pennsylvania,818677,6.222478462
Clearfield County, Pennsylvania,80539,14.23285613
Greene County, Pennsylvania,37338,13.42332208
Lebanon County, Pennsylvania,137616,10.23427508
Lycoming County, Pennsylvania,115398,13.32345448
Luzerne County, Pennsylvania,318222,14.62406747
Montour County, Pennsylvania,18302,10.11364878
Warren County, Pennsylvania,40345,13.08960218
Columbia County, Pennsylvania,66615,14.74292577
Butler County, Pennsylvania,185984,8.169519959
Elk County, Pennsylvania,30781,9.245963419
Jefferson County, Pennsylvania,44258,13.9116092
Lancaster County, Pennsylvania,536494,10.11083069
Mercer County, Pennsylvania,113623,12.77998293
Perry County, Pennsylvania,45878,8.263219844
Potter County, Pennsylvania,17070,14.14762742
Sullivan County, Pennsylvania,6192,12.64534884
Tioga County, Pennsylvania,41550,13.14320096
Aiken County, South Carolina,165707,16.4042557
Allendale County, South Carolina,9402,26.67517549
Newberry County, South Carolina,37914,19.20662552
Edgefield County, South Carolina,26620,13.95567243
Chester County, South Carolina,32424,21.64754503
Clarendon County, South Carolina,34156,22.10738962
Colleton County, South Carolina,37581,21.81953647
Marion County, South Carolina,31765,26.1482764
Sumter County, South Carolina,107379,20.67443355
Lexington County, South Carolina,281870,12.65299606
Oconee County, South Carolina,75926,18.4297869
Barnwell County, South Carolina,21788,26.46410868
Berkeley County, South Carolina,204632,12.53371907
Charleston County, South Carolina,387847,14.84322426
Darlington County, South Carolina,67572,22.19410407
Georgetown County, South Carolina,61065,18.45246868
Marlboro County, South Carolina,27505,23.56662425
York County, South Carolina,251664,12.08675059
Anderson County, South Carolina,194174,15.33469981
Cherokee County, South Carolina,56549,21.73690074
Chesterfield County, South Carolina,46127,23.50900774
Greenwood County, South Carolina,69981,23.28774953
Jasper County, South Carolina,27465,22.1518296
Horry County, South Carolina,310186,16.71996802
Kershaw County, South Carolina,63734,16.26447422
Lee County, South Carolina,17897,24.08224842
Orangeburg County, South Carolina,89116,22.52008618
Spartanburg County, South Carolina,297732,15.12098129
Abbeville County, South Carolina,24788,22.0832661
Bamberg County, South Carolina,14842,22.9483897
Beaufort County, South Carolina,179316,11.59182672
Calhoun County, South Carolina,14808,17.95650999
Dillon County, South Carolina,31073,30.19019728
Saluda County, South Carolina,20228,20.22444137
Richland County, South Carolina,404869,15.47932788
Fairfield County, South Carolina,22868,21.02501312
Hampton County, South Carolina,20066,16.9789694
Greenville County, South Carolina,490332,13.12314921
Lancaster County, South Carolina,86544,15.1321871
Dorchester County, South Carolina,151716,11.60062222
Florence County, South Carolina,138537,19.08804146
Laurens County, South Carolina,66508,19.9675227
McCormick County, South Carolina,9694,17.49535795
Pickens County, South Carolina,121449,17.28050457
Union County, South Carolina,27772,18.93273801
Williamsburg County, South Carolina,32256,26.58420139
Aurora County, South Dakota,2739,5.91456736
Grant County, South Dakota,7133,7.570447217
Tripp County, South Dakota,5480,19.06934307
Jackson County, South Dakota,3275,43.66412214
Minnehaha County, South Dakota,183660,10.67134923
Custer County, South Dakota,8519,12.68928278
Hyde County, South Dakota,1373,13.83831027
Clark County, South Dakota,3642,13.04228446
Faulk County, South Dakota,2327,10.48560378
Hutchinson County, South Dakota,7277,12.4914113
Kingsbury County, South Dakota,5000,9.34
Walworth County, South Dakota,5502,9.796437659
Buffalo County, South Dakota,2048,40.28320313
Clay County, South Dakota,13907,20.85999856
Day County, South Dakota,5524,15.89427951
Dewey County, South Dakota,5709,31.10877562
Douglas County, South Dakota,2940,7.891156463
Harding County, South Dakota,1281,12.72443404
Hughes County, South Dakota,17572,10.51104029
McPherson County, South Dakota,2366,16.27218935
Roberts County, South Dakota,10250,18.33170732
Sanborn County, South Dakota,2366,9.467455621
Sully County, South Dakota,1390,3.237410072
Lincoln County, South Dakota,53147,3.012399571
Hand County, South Dakota,3303,7.992733878
Lake County, South Dakota,12350,14.56680162
Lawrence County, South Dakota,25018,11.89543529
Yankton County, South Dakota,22660,12.22418358
Codington County, South Dakota,27963,11.49375961
Beadle County, South Dakota,18163,23.30011562
Butte County, South Dakota,10194,10.78085148
Corson County, South Dakota,4177,47.52214508
Davison County, South Dakota,19753,12.02855262
Edmunds County, South Dakota,3971,5.741626794
Campbell County, South Dakota,1443,4.643104643
Jerauld County, South Dakota,2034,8.652900688
Bennett County, South Dakota,3440,36.97674419
Haakon County, South Dakota,2084,16.89059501
Stanley County, South Dakota,2994,5.744822979
Jones County, South Dakota,740,10.81081081
Meade County, South Dakota,27066,8.512524939
Potter County, South Dakota,2318,6.25539258
Turner County, South Dakota,8242,10.3251638
Brown County, South Dakota,38637,10.65300101
Charles Mix County, South Dakota,9319,20.71037665
Hanson County, South Dakota,3404,6.52173913
McCook County, South Dakota,5515,8.993653672
Marshall County, South Dakota,4759,8.173986132
Mellette County, South Dakota,2062,41.46459748
Moody County, South Dakota,6496,15.53263547
Perkins County, South Dakota,2964,11.74089069
Pennington County, South Dakota,108126,13.69050922
Todd County, South Dakota,10016,50.73881789
Union County, South Dakota,14929,7.261035568
Miner County, South Dakota,2255,11.39689579
Lyman County, South Dakota,3882,21.50953117
Ziebach County, South Dakota,2837,42.86217836
Deuel County, South Dakota,4282,9.855207847
Spink County, South Dakota,6478,9.663476382
Bon Homme County, South Dakota,6972,8.060814687
Brule County, South Dakota,5280,14.10984848
Brookings County, South Dakota,33697,14.28910586
Fall River County, South Dakota,6783,14.41839894
Gregory County, South Dakota,4209,15.06296032
Hamlin County, South Dakota,5911,5.430553206
Carroll County, Tennessee,28137,19.19181149
Chester County, Tennessee,17097,16.97373808
Decatur County, Tennessee,11681,22.12139372
Davidson County, Tennessee,678322,16.37909429
Jackson County, Tennessee,11573,21.87851033
McNairy County, Tennessee,25945,21.27577568
Perry County, Tennessee,7882,28.85054555
Roane County, Tennessee,52926,15.20046858
Bradley County, Tennessee,103666,17.40975826
Meigs County, Tennessee,11830,16.15384615
Hamblen County, Tennessee,63465,19.27361538
Haywood County, Tennessee,17944,18.81966117
Houston County, Tennessee,8188,16.47532975
Maury County, Tennessee,87606,12.79821017
Union County, Tennessee,19176,21.27659574
Hardin County, Tennessee,25813,21.10951846
Montgomery County, Tennessee,192120,13.86685405
Dickson County, Tennessee,51341,14.30435714
Morgan County, Tennessee,21639,19.77448126
Grundy County, Tennessee,13359,28.04102103
Monroe County, Tennessee,45698,19.98336908
Henry County, Tennessee,32263,19.38443418
Cocke County, Tennessee,35262,24.63842096
Crockett County, Tennessee,14554,17.32856947
DeKalb County, Tennessee,19380,18.53457172
Lake County, Tennessee,7588,18.8587243
Knox County, Tennessee,452286,15.35488607
Lewis County, Tennessee,11944,21.79336906
McMinn County, Tennessee,52569,19.15387396
Marshall County, Tennessee,31753,13.26803767
Obion County, Tennessee,30659,22.62630875
Rhea County, Tennessee,32478,21.08812119
Scott County, Tennessee,21949,25.65037132
Tipton County, Tennessee,61434,14.38779829
Anderson County, Tennessee,75538,15.99857026
Dyer County, Tennessee,37751,17.67900188
Fentress County, Tennessee,17940,22.62541806
Gibson County, Tennessee,49222,16.72219739
Hamilton County, Tennessee,354589,14.11295895
Hardeman County, Tennessee,25784,18.0887372
Loudon County, Tennessee,51024,13.5681248
Polk County, Tennessee,16722,16.75636886
Rutherford County, Tennessee,298456,11.63186533
Smith County, Tennessee,19279,13.90632294
White County, Tennessee,26394,17.28423126
Wilson County, Tennessee,128874,9.087946366
Sullivan County, Tennessee,156519,16.29706298
Unicoi County, Tennessee,17830,19.6410544
Warren County, Tennessee,40210,21.25839343
Washington County, Tennessee,126437,15.91859978
Weakley County, Tennessee,33776,18.89803411
Benton County, Tennessee,16154,22.07502786
Bledsoe County, Tennessee,14413,18.97592451
Campbell County, Tennessee,39824,20.26667336
Cannon County, Tennessee,13839,16.7425392
Coffee County, Tennessee,54074,14.99981507
Fayette County, Tennessee,39336,14.24140736
Hancock County, Tennessee,6605,25.01135503
Hawkins County, Tennessee,56402,19.03655899
Johnson County, Tennessee,17846,22.58209122
Lincoln County, Tennessee,33543,16.62940107
Macon County, Tennessee,23239,18.22367572
Moore County, Tennessee,6302,7.616629641
Robertson County, Tennessee,68575,11.17170981
Franklin County, Tennessee,41397,14.29572191
Blount County, Tennessee,127135,12.73921422
Cheatham County, Tennessee,39713,12.50472138
Carter County, Tennessee,56500,23.77345133
Grainger County, Tennessee,22942,18.53805248
Giles County, Tennessee,29024,15.49751929
Lauderdale County, Tennessee,26497,20.57214024
Lawrence County, Tennessee,42591,18.0507619
Madison County, Tennessee,97887,19.51229479
Marion County, Tennessee,28355,17.79227649
Overton County, Tennessee,21995,19.28165492
Pickett County, Tennessee,5071,18.45789785
Sumner County, Tennessee,175730,9.623285722
Wayne County, Tennessee,16713,17.24406151
Trousdale County, Tennessee,8773,13.13119799
Williamson County, Tennessee,212161,4.573884927
Bedford County, Tennessee,46854,16.70721817
Clay County, Tennessee,7684,26.26236335
Greene County, Tennessee,68520,16.66958552
Cumberland County, Tennessee,58178,15.6914985
Shelby County, Tennessee,937847,20.42124142
Van Buren County, Tennessee,5675,19.08370044
Claiborne County, Tennessee,31566,21.44079072
Henderson County, Tennessee,27889,19.23697515
Hickman County, Tennessee,24502,18.45971757
Humphreys County, Tennessee,18281,18.04605875
Jefferson County, Tennessee,52887,13.23765765
Putnam County, Tennessee,75565,22.2894197
Sequatchie County, Tennessee,14654,14.14630818
Sevier County, Tennessee,95523,15.07071595
Stewart County, Tennessee,13248,18.78774155
Hardin County, Texas,55993,11.91041737
Haskell County, Texas,5806,16.50017224
Howard County, Texas,36491,11.90430517
Leon County, Texas,16966,16.15584109
Mills County, Texas,4887,14.38510334
Montague County, Texas,19406,15.19117799
Newton County, Texas,14187,15.52125185
Panola County, Texas,23574,14.88928481
Reeves County, Texas,14791,10.93232371
Sabine County, Texas,10429,19.72384697
Sherman County, Texas,3067,14.60710792
Swisher County, Texas,7541,20.22278212
Hunt County, Texas,90322,18.19047408
Camp County, Texas,12670,17.29281768
Hansford County, Texas,5532,18.38394794
Guadalupe County, Texas,150889,10.45404238
Clay County, Texas,10369,14.84231845
Hartley County, Texas,5821,5.961175056
Hill County, Texas,35098,17.00096872
Limestone County, Texas,23480,19.89352641
Nacogdoches County, Texas,65411,22.76987051
Parmer County, Texas,9871,16.97902948
Parker County, Texas,125963,9.00184975
Presidio County, Texas,7191,26.32457238
Val Verde County, Texas,48976,20.10984972
Culberson County, Texas,2257,29.24235711
Ector County, Texas,155744,12.12374152
Garza County, Texas,6739,9.585991987
Glasscock County, Texas,1420,11.61971831
Grimes County, Texas,27358,16.24387748
Travis County, Texas,1176584,13.59426951
Collin County, Texas,914075,6.83083992
Angelina County, Texas,87700,18.49714937
Collingsworth County, Texas,3026,14.70588235
Cottle County, Texas,1498,24.29906542
Hays County, Texas,194843,14.74879775
Lamb County, Texas,13368,20.09275883
Lipscomb County, Texas,3495,10.32904149
Loving County, Texas,74,16.21621622
Matagorda County, Texas,36744,20.31352057
Pecos County, Texas,15804,9.997468995
Robertson County, Texas,16727,14.97578765
Rockwall County, Texas,90414,5.775654213
Rusk County, Texas,53026,14.28733074
Taylor County, Texas,135371,15.35262353
Throckmorton County, Texas,1541,16.80726801
Trinity County, Texas,14481,18.25150197
Walker County, Texas,70818,17.86692649
Wood County, Texas,43315,12.88237331
Bandera County, Texas,21316,16.26477763
Aransas County, Texas,24832,17.4935567
Childress County, Texas,7064,15.91166478
Cochran County, Texas,2932,24.45429741
Coke County, Texas,3238,15.93576282
Comal County, Texas,129100,9.161115414
Coryell County, Texas,75818,10.78108101
Hemphill County, Texas,4152,8.742774566
Houston County, Texas,22849,21.15191037
Moore County, Texas,22016,16.70148983
Navarro County, Texas,48239,18.47675118
Potter County, Texas,121230,20.39099233
San Augustine County, Texas,8403,23.58681423
Scurry County, Texas,17346,11.46085553
Shackelford County, Texas,3348,17.50298686
Starr County, Texas,63420,34.63891517
Stonewall County, Texas,1084,13.19188192
Upton County, Texas,3575,17.62237762
Bastrop County, Texas,80306,12.85333599
Brown County, Texas,37787,15.64823881
Hall County, Texas,3102,21.69568021
Bee County, Texas,32729,15.05087232
Franklin County, Texas,10639,14.86981859
Frio County, Texas,19110,16.88644689
Crane County, Texas,4836,11.39371381
Lampasas County, Texas,20473,11.86440678
McCulloch County, Texas,8145,15.91160221
Mason County, Texas,4122,12.56671519
Dickens County, Texas,2224,15.51258993
Lee County, Texas,16850,13.35905045
Tarrant County, Texas,1983675,13.33761831
Anderson County, Texas,57747,12.00928187
Ellis County, Texas,164092,10.36857373
Jackson County, Texas,14756,13.29628626
Kerr County, Texas,50761,13.31731053
Milam County, Texas,24479,15.70734099
Comanche County, Texas,13492,17.8402016
Falls County, Texas,17289,22.65602406
Brooks County, Texas,7251,38.35333058
Austin County, Texas,29292,13.28349037
Kenedy County, Texas,564,24.82269504
Nueces County, Texas,358484,16.29333527
Colorado County, Texas,20913,11.79170851
San Patricio County, Texas,66867,15.04628591
Rains County, Texas,11246,13.00017784
Randall County, Texas,130552,9.380936332
Real County, Texas,3358,19.56521739
San Saba County, Texas,5851,15.3307127
Schleicher County, Texas,3122,10.24983985
Sterling County, Texas,1139,16.24231782
Zavala County, Texas,12152,35.53324556
Calhoun County, Texas,21821,15.62256542
Carson County, Texas,6033,6.315266037
Foard County, Texas,1414,5.516265912
Freestone County, Texas,19646,15.89127558
Goliad County, Texas,7510,16.17842876
